"","Open","Nifty.Vol","Chg","VIXOpen","VIXChg","GSECOpen","GSECChg","FXOpen","FXChg","OilOpen","OilChg","FII_BUY","FII_SELL","DII_BUY","DII_SELL","Nifty_PE","Nifty_Yld","NF.VolumeTrendBEAR","NF.VolumeTrendBULL","NF.VolumeTrendWEAKBEAR","NF.VolumeTrendWEAKBULL"
"930",9048.75,197700,0.0062,12.27,-0.0355,6.83,0.0028,65.425,0,48.15,-0.0071,5979.77,4885.33,2449.71,3040.49,23.59,4.23908435777872,0,0,0,1
"931",9047.2,239460,-0.01,11.9425,0.0274,6.811,-0.0109,65.585,0.0017,48.16,0.0148,6557.67,6201.03,2336.41,3116.32,23.45,4.26439232409382,0,0,1,0
"932",9133.95,255400,-6e-04,12.0175,-0.0062,6.886,-0.0013,65.424,0,47.93,-0.0182,8539.14,6876.42,2426.26,3224.83,23.68,4.22297297297297,0,0,1,0
"933",9166.95,342400,-0.0036,11.8525,0.0139,6.895,0.0052,65.425,-0.002,48.7,-0.0115,4931.64,4874.97,2173.08,2709.29,23.7,4.21940928270042,1,0,0,0
"934",9207.8,295550,7e-04,11.91,-0.0048,6.86,0.0026,65.485,0.0014,48.79,6e-04,11396.65,9864.26,2930,3641.5,23.78,4.20521446593776,0,1,0,0
"935",9129.65,215100,0.0076,12.4225,-0.0413,6.842,0.0023,65.405,-0.0037,49.01,-0.0023,5577.13,4217.03,3187.22,3275.39,23.77,4.20698359276399,0,0,0,1
"936",9086.85,248030,-2e-04,12.4,0.0018,6.826,-0.0107,65.77,-0.0022,48.76,0.0239,5958.4,4817.27,3197.36,3070.61,23.59,4.23908435777872,1,0,0,0
"937",9091.65,278730,0.0171,13.9575,-0.1116,6.9,-6e-04,66.225,-0.0061,48.45,-0.014,10204.74,6116.85,3208.02,4727.96,23.59,4.23908435777872,0,1,0,0
"938",8953.7,157420,8e-04,14.39,-0.0301,6.904,0.0073,66.745,-0.002,49.61,-0.016,4622.04,4209.9,2505.54,2519.45,23.2,4.31034482758621,0,0,0,1
"939",8914.5,176810,3e-04,14.075,0.0224,6.854,-0.0015,66.837,-0.0011,50.22,-0.0199,4304.41,3816.8,2646.67,2635.69,23.18,4.31406384814495,0,0,0,1
"940",8950.7,183330,-0.0025,13.875,0.0144,6.864,0.0047,66.633,0.0021,52.79,-0.0538,7540.73,3967.69,1678.6,3413.72,23.17,4.31592576607682,1,0,0,0
"941",8977.75,178830,-0.0018,13.64,0.0172,6.832,-0.0051,66.68,-7e-04,53.17,-0.0011,4820.04,3899.58,1842.82,2916.57,23.23,4.30477830391735,0,0,1,0
"942",8915.1,180200,0.0074,13.3525,0.0215,6.867,0.0142,66.8,-0.0016,53.19,-0.0024,4328.99,3764.84,2032.43,2514.39,23.27,4.29737859905458,0,0,0,1
"943",8883.5,208920,-2e-04,13.3625,-7e-04,6.771,-0.0088,66.9,-1e-04,52.58,0.0137,5269.58,3740.1,2282.05,3019.05,23.1,4.32900432900433,0,0,1,0
"944",8982.85,225610,-0.0051,13.575,-0.0157,6.831,-0.014,66.782,-0.0012,53.69,-0.0227,4985.13,4862.19,3034.36,3117.57,23.11,4.3271311120727,0,0,1,0
"945",8904.4,212330,0.0075,13.7925,-0.0158,6.928,0.0084,66.715,0.0021,53.95,-0.0033,5205.38,5403.65,3061.44,2807.23,23.3,4.29184549356223,0,0,0,1
"946",8898.95,302720,-0.0019,13.675,0.0086,6.87,-0.0015,66.765,4e-04,54.04,-7e-04,9291.34,8145.11,3843.93,3575.59,23.13,4.32338953739732,1,0,0,0
"947",8943.7,195850,-0.0048,13.4,0.0205,6.88,-0.0051,66.72,8e-04,54.02,0.0011,5176.44,5321.99,3684.94,3421.15,23.21,4.30848772081,0,0,1,0
"948",8956.4,388870,0.0014,13.7,-0.0219,6.915,-0.0029,66.905,-0.0039,53.91,0.016,9571.26,9178.93,4954.39,5399.43,23.36,4.28082191780822,0,1,0,0
"949",8931.6,254680,0.0021,13.525,0.0129,6.935,0.0049,67.007,-5e-04,54.26,-0.0087,5860.9,6120.11,3705.51,2787.54,23.32,4.28816466552316,0,1,0,0
"950",8818.55,173020,0.0065,13.4325,0.0132,6.901,0.0076,67.07,-0.0026,53.78,0.0033,3008.51,3441.89,2689.5,1861.6,23.19,4.3122035360069,0,0,0,1
"951",8883.7,307530,0.005,13.73,-0.0217,6.849,0.001,67.14,0,53.47,7e-04,13253,5209.86,3419.07,9051.06,23.1,4.32900432900433,0,1,0,0
"952",8739,190280,0.0061,14.2125,-0.0339,6.842,-0.0029,66.96,0.0031,53.01,0.0047,5043.1,5258.79,2876.6,2030.49,23.08,4.33275563258232,0,0,0,1
"953",8778.95,222830,-0.0077,13.8025,0.0297,6.862,-0.0019,66.945,6e-04,53,-0.0017,5547.95,5322.11,2360.89,2111.91,22.84,4.37828371278459,1,0,0,0
"954",8819.9,194130,-0.0014,13.6925,0.008,6.875,0.0069,66.925,-0.0021,52.91,0.0051,4382.69,4389.14,1763.12,1766.32,23.05,4.33839479392625,0,0,1,0
"955",8819.8,211180,0.0013,13.1775,0.0391,6.828,0.0034,66.952,0.0018,53.8,-0.0173,3863.41,3556.67,1862.36,2034.06,23.15,4.31965442764579,0,0,0,1
"956",8812.35,232950,0.0017,13.235,-0.0043,6.805,-0.0073,66.851,0.0013,53.15,0.0162,4927.71,4423.2,2493.61,2718.37,23.34,4.28449014567266,0,1,0,0
"957",8795.55,193280,0.0011,13.35,-0.0086,6.855,0.016,67.065,-0.0043,52.37,0.0126,4782.57,4425.94,1898.95,2278.58,23.31,4.29000429000429,0,0,0,1
"958",8774.55,225490,1e-04,13.5075,-0.0117,6.747,0.0491,67.385,-0.0045,51.64,0.0033,4524.65,4652.34,1952.93,2119.75,23.28,4.29553264604811,0,1,0,0
"959",8805.7,233300,-0.0037,13.3975,0.0082,6.431,0.003,67.2,0.0023,53.14,-0.0158,4363.17,4162.04,8952.68,7332.65,23.31,4.29000429000429,1,0,0,0
"960",8785.45,200400,0.0069,13.1275,0.0206,6.412,6e-04,67.225,2e-04,53.81,-0.0152,4079.23,4482.75,2774.48,2324.96,23.43,4.26803243704652,0,0,0,1
"961",8735.15,196940,8e-04,13.52,-0.029,6.408,0.0012,67.209,-4e-04,53.68,0.0054,5123.63,4769.79,2354.95,2397.48,23.29,4.293688278231,0,0,0,1
"962",8724.75,292330,0.002,13.97,-0.0322,6.4,-0.004,67.385,-0.003,53.57,-0.0063,5360.88,5252.29,3083.74,3194.63,23.38,4.27715996578272,0,0,0,1
"963",8570.35,337800,0.0181,16.825,-0.1697,6.426,0.003,67.669,-0.0015,52.76,0.0203,5530.41,5437.68,3460.36,2326.62,23.27,4.29737859905458,0,0,0,1
"964",8629.45,537110,-0.0083,16.67,0.0093,6.407,3e-04,67.844,-0.0046,52.6,0.0034,4608.79,5141.67,3726.34,3488.97,22.86,4.37445319335083,1,0,0,0
"965",8635.55,314110,-0.001,16.005,0.0415,6.405,0.0011,68.106,-0.0041,53.15,-0.0102,3212.83,2605.47,2525.39,2485.35,22.98,4.35161009573542,1,0,0,0
"966",8610.5,283910,0.0045,15.17,0.055,6.398,-0.0039,68.191,-0.001,53.74,-0.0113,5828.97,5617.2,2807.64,2325.12,23,4.34782608695652,0,1,0,0
"967",8499.45,301490,0.015,15.285,-0.0075,6.423,-0.0022,68.137,-0.0022,52.95,-0.0081,8874.28,7495.47,3575.81,3192.78,22.98,4.35161009573542,0,1,0,0
"968",8407.05,184750,0.01,15.905,-0.039,6.437,-0.0022,68.05,0.0013,52.86,0.0082,5052.29,4958.34,2803.45,2269.96,22.64,4.41696113074205,0,0,0,1
"969",8329.6,200990,0.005,15.79,0.0073,6.451,-0.0017,68.081,-4e-04,53.33,0.0063,4301.89,4590.69,2765.23,2245.24,22.48,4.44839857651246,0,1,0,0
"970",8404.35,208900,-0.0102,15.02,0.0513,6.462,-0.0019,68.115,-4e-04,51.45,0.0204,4510.7,4537.04,2364.1,2539.58,22.37,4.47027268663388,1,0,0,0
"971",8418.4,170960,0.0022,15.1825,-0.0107,6.474,0.0034,68.222,-0.0018,51.39,0.0057,4091.02,4223.28,2544.6,2164.97,22.44,4.45632798573975,0,1,0,0
"972",8415.05,125780,-0.0018,15.065,0.0217,6.419,-0.0033,68.103,-0.0035,52.55,-8e-04,3448.66,3306.45,2096.26,2703.49,22.4,4.46428571428571,0,0,1,0
"973",8390.95,127940,0.0015,14.3825,0.0475,6.44,0.0036,68.168,-0.0011,52.46,0.0013,2380.5,2727.75,2270.61,2067.16,22.5,4.44444444444444,0,0,0,1
"974",8457.65,190950,-8e-04,14.6125,-0.0157,6.417,0.0071,68.15,6e-04,53.05,-0.0121,3227.58,3345.17,2345.04,2818.54,22.47,4.45037828215398,1,0,0,0
"975",8391.05,177950,0.0032,14.8075,-0.0132,6.372,-0.003,68.195,-0.0025,52.37,0.0145,3395.82,3408.59,2224.14,2334.22,22.5,4.44444444444444,0,1,0,0
"976",8327.8,192280,0.0111,15.195,-0.0255,6.391,-0.0011,68.37,-2e-04,50.81,0.0281,3906.72,4534.02,3964.24,2848.09,22.42,4.46030330062444,0,1,0,0
"977",8262.7,147310,0.0064,15.48,-0.0184,6.398,6e-04,68.11,0.0033,51.83,-0.0219,3569.04,3590.24,2458.26,2204.9,22.39,4.46627958910228,0,1,0,0
"978",8259.35,102210,-9e-04,14.9125,0.0381,6.394,0.0014,68.116,-2e-04,53.75,-0.0376,2183.14,2508.24,1919.83,1823.01,22.07,4.53103760761214,0,0,1,0
"979",8281.85,143690,-0.0036,15.05,-0.0091,6.385,0,67.755,0.0055,53.73,0.0043,3502.2,3757.41,2563.28,2397.99,22.09,4.52693526482571,0,0,1,0
"980",8226.65,163960,0.0102,15.89,-0.0529,6.385,0.0039,67.895,-0.0021,53.39,0.0094,4518.96,4605.84,2259.39,1810.32,22.17,4.510599909788,0,1,0,0
"981",8202.65,136480,-2e-04,15.9575,-0.0042,6.36,-0.0124,68.28,-0.0055,52.49,0.0178,3428.23,4228.94,1887.48,1460.39,21.94,4.55788514129444,1,0,0,0
"982",8196.05,131190,0.0016,15.83,0.0081,6.44,0.0059,68.147,0.0017,54.2,-0.0315,1909.03,2409.52,2124.08,1561.81,22.12,4.52079566003617,0,1,0,0
"983",8210.1,122020,-8e-04,15.465,0.0236,6.402,-0.0169,67.951,0.0028,54.09,0.0058,959.07,1219.71,1630.57,1609.91,22.08,4.52898550724638,0,0,1,0
"984",8119.65,131460,0.0101,15.2825,0.0119,6.512,-0.0017,67.935,3e-04,53.87,-9e-04,2227.16,2812.8,2858.92,2133.66,21.93,4.55996352029184,0,0,0,1
"985",8030.6,183980,0.0086,15.5425,-0.0167,6.523,-0.0088,68.232,-0.0044,53.66,-0.0054,4487.84,5150.13,3094.12,2136.29,21.89,4.56829602558246,0,1,0,0
"986",8047.55,130580,2e-04,15.0825,0.0305,6.581,-9e-04,67.977,0.0038,53.93,0.003,2294.86,2821.92,2206.64,1381.8,21.71,4.60617227084293,0,1,0,0
"987",7915.05,122460,0.0158,16.6025,-0.0916,6.587,0.0026,67.82,0.0032,53.29,0.0133,1630.58,2342.75,2558.64,1056.23,21.7,4.60829493087558,0,1,0,0
"988",7965.1,110170,-0.0097,15.1275,0.0975,6.57,0.004,67.841,-0.0011,53.33,0.0032,987.6,2082.64,2106.71,1041.32,21.36,4.68164794007491,0,0,1,0
"989",7972.5,127920,8e-04,15.5525,-0.0273,6.544,0.004,67.845,-2e-04,52.68,0.0013,2073.85,3536.5,2624.87,1009.93,21.39,4.67508181393174,0,1,0,0
"990",8043.85,126410,-0.0102,14.705,0.0576,6.518,0.009,67.838,2e-04,52.52,0.0088,3652.17,4266.57,1891.26,1571.47,21.18,4.72143531633617,0,0,1,0
"991",8105.85,127540,-0.0026,14.5375,0.0115,6.46,-0.0031,67.917,-0.0012,53.56,0.005,3610.69,4788.77,2097.8,1039.84,21.16,4.72589792060491,1,0,0,0
"992",8110.6,132030,-0.0027,14.8375,-0.0202,6.48,-0.0046,67.847,0.0011,52.11,0.0021,3278.43,3964.36,1798.47,1379.54,21.24,4.70809792843691,0,0,1,0
"993",8126,110670,-0.0043,15.2525,-0.0272,6.51,9e-04,67.85,-2e-04,52.15,0.0042,3078.44,3614.21,1811.32,1254.96,21.3,4.69483568075117,0,0,1,0
"994",8178.2,209270,-0.0017,15.655,-0.0257,6.504,-0.0052,67.855,0,51.1,0.0196,6835.01,6925.37,2184.45,2153.97,21.37,4.67945718296678,1,0,0,0
"995",8128.4,187430,-0.0035,16.5925,-0.0565,6.538,0.0209,67.77,0.0057,50.79,-0.0027,3780.65,4392.62,1989.21,2166.69,21.41,4.67071461933676,1,0,0,0
"996",8229.35,149130,-0.0048,15.9225,0.0421,6.404,-0.003,67.425,9e-04,52.45,-0.0366,4178.33,4810.62,1749.48,1538.62,21.48,4.65549348230912,0,0,1,0
"997",8196.15,189740,0.0062,16.1925,-0.0167,6.423,-0.0022,67.428,-3e-04,52.51,0.0028,3969.39,6150.42,1531.99,1353.07,21.59,4.63177396943029,0,1,0,0
"998",8230.65,111430,-0.011,15.0675,0.0747,6.43,0.0018,67.471,-6e-04,52.58,0.0258,2550.99,2645.44,962.26,1228.46,21.45,4.66200466200466,0,0,1,0
"999",8271.7,154340,0.0018,15.525,-0.0295,6.437,0.0058,67.41,-0.0011,50.92,0.013,3662.72,3462.2,1608.44,1318.87,21.87,4.57247370827618,0,0,0,1
"1000",8152.1,146860,0.0179,16.845,-0.0784,6.4,-0.0016,67.445,0.0016,49.88,0.0215,4322.71,3623.85,1606.08,1541.76,21.83,4.58085203847916,0,0,0,1
"1001",8168.4,175020,-0.005,17.105,-0.0152,6.41,0.0337,67.738,-0.0045,50.93,-0.0228,3941.02,3747.36,1731.59,1787.87,21.28,4.69924812030075,1,0,0,0
"1002",8153.15,118850,0.0018,17.2875,-0.0106,6.201,-0.0024,68.026,-0.0042,50.97,-0.0166,3109.03,2947.23,1162.7,1327.38,21.56,4.63821892393321,0,0,0,1
"1003",8088.75,130440,0.0052,17.9325,-0.036,6.216,-0.004,68.021,-1e-04,51.46,0.0021,3332.96,3650.81,1381.33,1217.69,21.34,4.68603561387067,0,0,0,1
"1004",8153.55,176770,-0.013,16.6875,0.0746,6.241,0.0047,68.235,-0.003,51.01,0.0121,4041.4,4231.92,1637.36,2055.94,21.25,4.70588235294118,0,0,1,0
"1005",8244,162600,-0.0038,16.85,-0.0096,6.212,-0.005,68.595,-0.0053,49.07,0.0328,3499.65,3902.27,1879.47,1641.66,21.53,4.64468183929401,0,0,1,0
"1006",8172.15,255720,0.0101,17.7075,-0.0484,6.243,-0.0117,68.615,-2e-04,45.24,0.0931,14567.84,15002.26,2997.27,2320.59,21.61,4.62748727441,0,1,0,0
"1007",8131.55,195620,0.0019,18.055,-0.0192,6.317,-9e-04,68.575,5e-04,46.88,-0.0393,4684.1,5399.4,2168.59,1634.39,21.43,4.66635557629491,0,1,0,0
"1008",8080.65,195600,0.0016,17.6125,0.0251,6.323,0.0151,68.519,9e-04,45.43,0.0221,3960.46,5396.86,2494.85,1261.06,21.55,4.64037122969838,0,0,0,1
"1009",8007.95,183360,0.0187,17.16,0.0264,6.229,0.0074,68.755,-0.0035,47.97,-0.04,3849.34,4222.22,2695.81,1697.97,21.52,4.64684014869889,0,0,0,1
"1010",8011.8,268620,-0.0084,18.04,-0.0488,6.183,-0.0151,68.81,-3e-04,48.03,4e-04,6175.67,8185.82,3819.15,2170.93,21.29,4.69704086425552,1,0,0,0
"1011",8051.2,186600,0.0039,18.465,-0.023,6.278,-0.0046,68.395,0.0057,47.94,-0.0015,4265.03,5288.15,2695.57,1440.9,21.47,4.65766185374942,0,0,0,1
"1012",7989.15,216680,0.0092,19.0975,-0.0331,6.307,5e-04,68.225,0.0025,48.37,0.0114,4418.49,5111.34,2727.86,1652.66,21.38,4.67726847521048,0,1,0,0
"1013",8102.1,225610,-0.018,17.805,0.0726,6.304,-0.0193,68.185,5e-04,45.83,0.0394,4323.6,5634.42,2635.37,1424.36,21.19,4.7192071731949,1,0,0,0
"1014",8097.55,166200,-7e-04,18.71,-0.0484,6.428,0.0014,68.03,0.0025,44.93,0.0059,4112.43,5038.75,2641.1,1497.66,21.41,4.67071461933676,0,0,1,0
"1015",8105.1,197180,-0.0039,19.5025,-0.0406,6.419,-0.0039,67.983,4e-04,45.37,-0.0033,4577.69,5561.62,2789.11,1644.96,21.49,4.65332712889716,0,0,1,0
"1016",8205.65,277800,4e-04,20.145,-0.0319,6.444,-0.0132,67.785,0.0031,45.77,-0.0052,7341.61,9298.65,4887.66,2543.35,21.62,4.62534690101758,0,0,0,1
"1017",8284.85,370300,-0.0226,17.365,0.1601,6.53,-0.0286,67.786,0,43.76,0.0575,8957.98,11311.8,4810.16,4914.99,21.37,4.67945718296678,1,0,0,0
"1018",8456.65,275220,-0.0269,15.4575,0.1234,6.722,0.0098,67.301,0.0105,44.35,-0.028,5048.86,6542.13,2887.44,2822.72,22.02,4.54132606721163,0,0,1,0
"1019",8555.6,271200,0.0111,16.62,-0.0699,6.657,-0.0014,66.468,0.0053,45.31,-0.0135,5591.93,6325.42,2999.8,2360.61,22.7,4.40528634361234,0,1,0,0
"1020",8067.5,323970,-0.0131,16.77,-0.0089,6.666,-0.0191,66.261,0.0041,44.82,0.0064,5107.63,7202.63,4753.76,3637.45,22.48,4.44839857651246,1,0,0,0
"1021",8540,201760,0.0055,16.5075,0.0159,6.796,-0.0056,66.745,-0.0075,44.97,0.002,3612.74,3526.08,2351.69,2057.63,22.57,4.43066016836509,0,0,0,1
"1022",8535.75,178070,0.0075,16.8475,-0.0202,6.834,-6e-04,66.795,-8e-04,44.45,0.0186,4407.65,4096.47,3530.8,2750.94,22.67,4.41111601235112,0,0,0,1
"1023",8503.6,231780,-0.006,16.465,0.0232,6.838,0.0022,66.665,0.0019,44.63,-0.0132,4277.18,4620.48,5115.39,4025.53,22.73,4.3994720633524,1,0,0,0
"1024",8499.85,175770,-0.0034,16.7975,-0.0198,6.823,-0.0112,66.778,-0.0014,45.48,-0.015,3060.22,3766.99,2775.42,2240.44,22.93,4.36109899694723,1,0,0,0
"1025",8542.8,160130,-0.013,15.735,0.0675,6.9,-0.0012,66.695,0.001,46.32,-0.0285,3625.45,4292.82,2376.08,1968.81,23.01,4.34593654932638,0,0,1,0
"1026",8653.15,170070,1e-04,15.49,0.0158,6.908,0.0033,66.685,1e-04,46.77,-0.0041,4897.3,5021.26,2226.9,2034.8,23.31,4.29000429000429,0,0,0,1
"1027",8625,180910,0.0026,14.085,0.0403,6.885,-4e-04,66.894,-0.0015,49.61,-0.0205,4634.23,5411.81,2926.42,1802.34,23.34,4.28449014567266,0,0,0,1
"1028",8607.1,250340,0,14.4525,-0.0254,6.888,0.0025,66.862,3e-04,49.22,0.011,6195.8,6665.73,3291.89,2435.39,23.28,4.29553264604811,1,0,0,0
"1029",8657.3,226130,-0.0088,14.4825,-0.0021,6.871,1e-04,66.812,9e-04,49.31,-0.0156,3905.18,5355.83,2825.97,1836.51,23.3,4.29184549356223,1,0,0,0
"1030",8721.7,195700,-0.002,14.3325,0.0105,6.87,0.002,66.851,-6e-04,50.49,-0.0111,3471.76,4078.1,2104.76,1715.65,23.23,4.30477830391735,1,0,0,0
"1031",8709.85,161970,0.0018,13.83,0.0363,6.856,0.0012,66.921,-0.0012,50.85,-0.0065,3014.06,3339.19,2119.48,1786.22,23.27,4.29737859905458,0,0,0,1
"1032",8708.6,162160,-7e-04,14.165,-0.0236,6.848,1e-04,66.852,0.0014,50.66,0.0083,3501.42,3774.33,2517.59,2017.22,23.23,4.30477830391735,0,0,1,0
"1033",8693.35,165950,0.0047,14.6125,-0.0306,6.847,0.0041,66.638,0.0028,51.4,-0.0227,2751.57,2744.27,2480.7,1897.48,23.46,4.26257459505541,0,0,0,1
"1034",8697.5,177400,-0.0022,14.5375,0.0052,6.819,0.001,66.74,-0.0013,50.77,0.026,4218.46,4501.23,2711.43,1986.79,23.35,4.28265524625268,0,0,1,0
"1035",8556.05,216630,0.0185,15.655,-0.0714,6.812,-0.0047,66.789,-8e-04,50.04,0.007,5626.87,5281.83,2323.82,2150.46,23.22,4.30663221360896,0,1,0,0
"1036",8612.95,203520,-0.0073,14.8875,0.0516,6.844,-0.0015,66.718,0.0011,50.23,-0.0081,4487.25,4943.89,2404.48,2168.91,23,4.34782608695652,1,0,0,0
"1037",8594,167850,0.0012,15.425,-0.0348,6.852,0.0035,66.794,-0.0012,50.58,-0.0018,3983.06,4929.48,2837.8,2280.9,22.98,4.35161009573542,0,1,0,0
"1038",8671.5,218860,-0.0156,14.285,0.0798,6.828,0.0013,66.827,-3e-04,50,0.0052,6244.03,7155.56,2933.9,2254.41,23.16,4.31778929188256,1,0,0,0
"1039",8735.35,111790,0.0013,14.485,-0.0138,6.819,-0.0042,66.602,-0.0017,49.57,0.0309,1742.57,2289.83,2058.51,1589.55,23.34,4.28449014567266,0,0,0,1
"1040",8721.7,155050,-0.0014,14.835,-0.0236,6.848,0.0041,66.696,-0.0014,50.59,-0.0125,3298.23,3241.98,2566.65,1839.85,23.49,4.2571306939123,0,0,1,0
"1041",8768.7,168710,-0.0039,14.925,-0.006,6.82,0.0034,66.574,0.0019,49.65,0.0122,3596.12,3242.32,2285.17,2409.62,23.52,4.25170068027211,0,0,1,0
"1042",8806.35,162100,-0.0029,14.9925,-0.0045,6.797,-0.0059,66.613,-6e-04,49.26,0.0234,3449.13,3206.13,2079.91,2429.77,23.43,4.26803243704652,0,0,1,0
"1043",8770,189990,0.0036,15.62,-0.0402,6.837,-0.009,66.494,9e-04,48.65,-0.0025,4779.15,4435.02,2315.48,2487.71,23.95,4.17536534446764,0,1,0,0
"1044",8666.15,141470,0.0147,17.18,-0.0908,6.899,-0.0085,66.555,-2e-04,48.04,0.0118,3745.1,3710.88,2479.59,2281.57,23.8,4.20168067226891,0,0,0,1
"1045",8581.5,187330,0.0023,18.45,-0.0688,6.958,-0.0078,66.802,-0.0038,47.76,0.0086,4474.94,5503.25,3165.92,1605.63,23.4,4.27350427350427,0,0,0,1
"1046",8792.7,384400,-0.0176,13.8475,0.3324,7.013,0.0133,66.346,0.007,47.2,0.0166,11460.35,8046.98,5372.98,3742.1,23.51,4.25350914504466,1,0,0,0
"1047",8711.2,170640,0.0045,14.25,-0.0282,6.921,-0.0017,66.47,-0.0011,44.96,0.0533,4766.15,4692.32,2262.73,2332.26,23.97,4.17188151856487,0,1,0,0
"1048",8748.9,156100,-0.0019,14.565,-0.0216,6.933,-1e-04,66.629,-0.0028,45.62,-0.0274,3650.87,3806.63,2225.44,2134.77,23.9,4.18410041841004,0,0,1,0
"1049",8807.9,169050,-0.0123,13.2475,0.0995,6.934,-0.0046,66.707,-0.0014,44.62,0.0326,4381.46,4587.86,2396.31,2509.66,23.94,4.17710944026734,0,0,1,0
"1050",8880.75,191620,-0.004,13.34,-0.0069,6.966,-0.0016,66.635,0.0011,46.07,-0.0397,5753.41,6053.39,2917.21,2421.07,24.24,4.12541254125413,1,0,0,0
"1051",8873.35,178140,0.0103,14.805,-0.099,6.977,-0.0088,66.762,-0.0017,45.62,0.0216,4744.31,4407.44,2715.69,2405.34,24.34,4.10846343467543,0,1,0,0
"1052",8790.3,153440,1e-04,14.78,0.0017,7.039,-0.0037,66.988,-0.0036,44.5,0.0437,4216.63,4032.78,2140.41,2371,24.11,4.14765657403567,0,1,0,0
"1053",8816.1,140720,-0.0037,14.94,-0.0107,7.065,0.0018,66.98,1e-04,43.13,0.0032,4118.64,5265.57,3118.97,2341.45,24.13,4.14421881475342,0,0,1,0
"1054",8788.45,135810,0.0033,14.58,0.0247,7.052,0,67.076,-0.0014,43.18,0.0063,4070.93,3865.55,2040.24,2292.52,24.15,4.1407867494824,0,0,0,1
"1055",8780.85,274040,0.0043,14.6775,-0.0066,7.051,-0.0023,66.863,0.0032,43.71,-0.02,11227.46,10566.87,2589.56,2802.69,24.07,4.15454923140839,0,1,0,0
"1056",8743.85,149890,0.0018,14.7625,-0.0058,7.067,-0.0018,66.798,9e-04,43.7,0.0076,3406.73,3061.31,1804.95,2261.86,23.97,4.17188151856487,0,0,0,1
"1057",8710.65,189980,0.0013,15.24,-0.0313,7.08,-4e-04,67.131,-0.0051,45,-0.0294,4569.1,5046.43,2399.36,2407.89,23.92,4.18060200668896,0,1,0,0
"1058",8732.95,190200,-0.017,13.23,0.1519,7.083,0.0037,66.85,-0.0023,45.57,0.0089,3565.83,4159.44,2644.4,2657.3,23.89,4.18585182084554,0,0,1,0
"1059",8934.3,181340,-0.0096,13.115,0.0088,7.057,0.0021,66.653,0.004,47.36,-0.0365,4006.88,4322.12,1899.86,2228.12,24.31,4.11353352529823,0,0,1,0
"1060",8915.5,223940,0.0039,13.145,-0.0023,7.042,-0.0018,66.478,0.0023,46.12,0.0466,4671.07,4559.66,2152.05,2739.48,24.54,4.07497962510188,0,0,0,1
"1061",8968.7,299150,-0.0028,12.75,0.031,7.055,-0.0059,66.37,0.003,44.85,0.0149,5606.66,4752.6,2406.07,3174.62,24.45,4.08997955010225,1,0,0,0
"1062",8852.7,201620,0.0151,12.94,-0.0147,7.097,-0.0031,66.55,-0.0029,44.15,-0.0053,5512.56,4073.84,2146.33,2414.54,24.52,4.07830342577488,0,0,0,1
"1063",8796.35,197380,0.004,13.34,-0.03,7.119,1e-04,66.833,-1e-04,43.55,0.0297,3617.63,3386.44,2590.57,2455.69,24.15,4.1407867494824,0,0,0,1
"1064",8793.6,246340,-0.0013,13.2425,0.0074,7.118,0.0011,66.962,-0.0026,44.85,-0.0345,3344.28,3645.79,2451.15,2142.99,24.06,4.15627597672485,0,0,1,0
"1065",8754.05,373420,0.0048,13.02,0.0171,7.11,4e-04,67.148,-0.0025,46.24,-0.0356,15455.43,14601.24,3600.67,2752.97,24.09,4.151100041511,0,1,0,0
"1066",8646.75,154830,0.0159,13.165,-0.011,7.107,-0.002,67.096,5e-04,46.98,-0.0134,4118.1,3727.47,2443.53,1958.39,23.97,4.17188151856487,0,1,0,0
"1067",8583.75,133720,0.0041,13.57,-0.0298,7.121,-8e-04,67.137,-3e-04,47.22,-0.0139,3193,2906.48,1695.11,1677.62,23.6,4.23728813559322,0,0,0,1
"1068",8614.35,152150,-0.0023,13.285,0.0215,7.127,7e-04,67.014,0.0018,47.37,0.0065,3110.76,2769.41,1734.67,2001.1,23.5,4.25531914893617,0,0,1,0
"1069",8668.85,219740,-0.0067,13.4875,-0.015,7.122,-0.0017,67.167,-0.0022,46.8,0.012,5619.37,5991.45,2996.01,3353.03,23.62,4.23370025402201,1,0,0,0
"1070",8648.5,154170,0.0021,13.8975,-0.0295,7.134,-0.0034,67.153,7e-04,47.59,-0.0277,3092.45,3131.73,2186.71,2057.53,23.78,4.20521446593776,0,0,0,1
"1071",8628.35,193300,4e-04,14.235,-0.0237,7.158,3e-04,67.194,-0.0012,47.39,0.0223,3587.31,3587.5,1729.99,2181.86,23.73,4.21407501053519,0,1,0,0
"1072",8667,156980,-0.0044,14.5375,-0.0208,7.156,0.008,67.138,0.001,48.4,-0.0303,3310.95,3611.45,1778.26,1725.76,23.59,4.23908435777872,0,0,1,0
"1073",8694.3,197770,-7e-04,14.55,-9e-04,7.099,-0.0057,66.822,0.0046,48.33,0.0062,4275.47,3865.53,2088.81,1982.62,23.7,4.21940928270042,1,0,0,0
"1074",8648.85,169430,0.0057,14.78,-0.0156,7.14,0.0051,66.904,-9e-04,46.9,0.0306,4239.15,4076.98,2261.31,2275.73,23.71,4.21762969211303,0,0,0,1
"1075",8639.8,179540,-0.0021,14.1825,0.0421,7.122,0.0026,66.857,3e-04,46.37,0.0045,4033.12,4033.07,1647.46,1736.83,23.58,4.24088210347752,0,0,1,0
