"","Open","Nifty.Vol","Chg","VIXOpen","VIXChg","GSECOpen","GSECChg","FXOpen","FXChg","OilOpen","OilChg","FII_BUY","FII_SELL","DII_BUY","DII_SELL","Nifty_PE","Nifty_Yld","NF.VolumeTrendBEAR","NF.VolumeTrendBULL","NF.VolumeTrendWEAKBEAR","NF.VolumeTrendWEAKBULL"
"1400",8844.75,168580,-0.0095,14.4875,0.0091,7.782,-0.0018,62.294,0.0015,53.55,0.0582,6592.06,6484.06,1704.62,1764.8,23.43,4.26803243704652,1,0,0,0
"1401",8801.75,125370,0.0061,14.255,0.0163,7.796,-6e-04,62.184,0.0021,51.81,0.0052,3760.19,3343.18,1475.61,1429.19,23.66,4.22654268808115,0,0,0,1
"1402",8774.35,143290,2e-04,14.4175,-0.0113,7.801,0.0035,62.301,-5e-04,50.73,0.0167,4823.65,4460.86,1671.41,1806.59,23.51,4.25350914504466,0,0,0,1
"1403",8756.2,157410,0.0073,14.3475,0.0049,7.774,-0.0015,62.201,0.0018,51,0.0073,5589.4,5395.59,2166.98,1674.19,23.5,4.25531914893617,0,1,0,0
"1404",8698.95,152800,0.0062,14.25,0.0068,7.786,0,62.301,-0.0017,53.18,-0.066,4536.32,5015.5,1919.31,1536.77,23.33,4.2863266180883,0,1,0,0
"1405",8684.45,153260,0,14.5725,-0.0221,7.786,0.0084,62.206,0.0014,51.95,0.0353,3718.64,3574.66,1260.02,1586.08,23.19,4.3122035360069,1,0,0,0
"1406",8615.8,151380,0.0086,13.665,0.0664,7.721,-0.0022,61.93,0.004,49.47,0.0611,4437.97,3501.16,1666.97,1837,23.18,4.31406384814495,0,1,0,0
"1407",8483.7,129450,0.0112,14.4925,-0.0571,7.7295,-0.0026,62.291,-0.0024,47.55,0.0523,3928.44,3718.57,1558.08,1360.83,22.95,4.35729847494553,0,0,0,1
"1408",8527.6,172360,-2e-04,14.2625,0.0161,7.738,-0.003,62.514,-0.0035,48.73,-0.0222,5347.88,4991.81,2256.09,1972.38,22.7,4.40528634361234,1,0,0,0
"1409",8390.95,138880,0.0181,14.5,-0.0164,7.761,-0.0019,62.534,-2e-04,48.57,-0.0039,3764.6,4004.94,1971.84,1320.17,22.7,4.40528634361234,0,0,0,1
"1410",8396,198980,-1e-04,15.1625,-0.0437,7.776,-0.0027,62.84,-0.005,51.01,-0.0498,4924.06,5244.58,2500.19,1825.43,22.3,4.48430493273543,0,0,1,0
"1411",8474.95,288760,-0.0221,13.1425,0.1537,7.797,0.0032,62.43,0.0068,49.02,0.0451,7733.39,8254.62,4287.68,3600.59,22.36,4.47227191413238,1,0,0,0
"1412",8568.9,165950,-0.0014,13.6725,-0.0388,7.772,0.0028,62.344,0.001,47.72,0.0358,6910.27,6097.08,2029.46,1932.94,22.87,4.37254044599913,1,0,0,0
"1413",8537.05,161460,-9e-04,14.27,-0.0419,7.75,-8e-04,62.21,0.0019,47.46,0.0013,4647.75,3909.89,1858.13,2489.8,22.9,4.36681222707424,0,0,1,0
"1414",8591.55,155430,-0.0023,14.26,7e-04,7.756,0.0013,62.415,-0.0029,46.41,0.0378,3074.37,2656.96,2004.04,1600.13,22.92,4.3630017452007,0,0,1,0
"1415",8627.9,179980,-0.0074,15.1975,-0.0617,7.746,-0.0013,62.525,-0.0013,43.99,0.04,7550.83,7196.24,1577.79,1796.99,22.98,4.35161009573542,1,0,0,0
"1416",8749.45,168630,-0.0059,15.5125,-0.0203,7.756,-0.0046,62.39,-0.0034,44.6,-0.0157,5954.65,4525.93,1658.13,1604.67,23.15,4.31965442764579,0,0,1,0
"1417",8742.9,161150,-0.0043,15.1275,0.0255,7.792,0.0013,62.651,0.0012,42.51,0.0276,3985.72,4443.15,1504.07,2387.06,23.29,4.293688278231,0,0,1,0
"1418",8689.1,182500,0.0104,15.1775,-0.0033,7.782,-0.0028,62.778,-0.0025,43.84,-0.0096,5123.12,4857.6,1370.51,1614.2,23.39,4.27533133817871,0,1,0,0
"1419",8656.75,168440,-0.0017,14.965,0.0142,7.804,0.001,63.087,-0.0048,44.81,-0.0214,4582.91,5345.46,1469.32,1310.67,23.14,4.32152117545376,0,0,1,0
"1420",8844.05,184670,-0.0146,14.75,0.0146,7.796,0.0096,62.559,0.0087,46.93,-0.047,4841.32,4774.34,1726.25,1797.8,23.18,4.31406384814495,1,0,0,0
"1421",8740.65,179340,0.0087,15.13,-0.0251,7.722,-0.0048,62.777,-0.0038,48.44,-0.0233,5428.9,4695.81,1643.94,2025.88,23.53,4.24989375265618,0,1,0,0
"1422",8728.75,178050,-0.0014,15.5325,-0.0259,7.759,0.0015,62.723,0.001,48.77,-0.0025,4343.92,4788.57,1697.31,2036.27,23.32,4.28816466552316,1,0,0,0
"1423",8769.75,168920,-0.0051,15.8125,-0.0177,7.747,9e-04,62.641,0.0014,50.08,-0.0342,4292.22,5040.35,1872.98,1582.5,23.36,4.28082191780822,1,0,0,0
"1424",8891.15,160330,-0.0203,14.4375,0.0952,7.74,0.0045,62.475,0.0028,49.6,0.0079,5751.95,4913.65,1486.23,1521.54,23.48,4.25894378194208,0,0,1,0
"1425",8929.4,165080,0.0017,15.1975,-0.05,7.705,0.0026,62.309,0.0012,51.62,-0.0149,4895.44,4815.6,1704.37,1897.91,23.9,4.18410041841004,0,0,0,1
"1426",9109.15,256060,-0.0082,15.4925,-0.019,7.685,-0.0089,61.819,0.0079,50.61,0.02,7641.74,4855.5,2638.94,2622.05,23.86,4.19111483654652,1,0,0,0
"1427",8962.85,183250,0.0044,15.8475,-0.0224,7.754,0.0017,61.862,-7e-04,49.8,0.0188,5732.55,4959.63,1573.84,1877.72,24.06,4.15627597672485,0,0,0,1
"1428",8953.85,224770,0.0062,16.97,-0.0661,7.741,0.0022,61.713,0.0033,49.45,-0.0034,6704.11,6279.32,2358.82,2178.47,23.95,4.17536534446764,0,0,0,1
"1429",8729.5,257230,0.0185,20.58,-0.0491,7.724,-0.0018,61.744,-0.0012,48.97,0.033,9894.75,7937.65,3072.13,3564.06,23.65,4.22832980972516,0,1,0,0
"1430",8779,224180,-0.0095,20.775,-0.0094,7.738,0.0042,61.871,-0.0021,51,-0.0553,8397.27,6085.12,2908.33,2567.54,23.22,4.30663221360896,1,0,0,0
"1431",8801.9,139410,6e-04,21.55,-0.036,7.706,-0.0013,62.09,-0.005,49.16,0.0347,4764.43,4248.37,1737.36,1717.66,23.44,4.26621160409556,0,0,0,1
"1432",8772.9,154370,8e-04,21.6325,-0.0038,7.716,0.0018,62.172,1e-04,49.42,-0.0034,5482.29,4785.01,1346.92,1493.9,23.43,4.26803243704652,0,0,0,1
"1433",8856.85,143930,-0.0089,21.2675,0.0172,7.702,9e-04,62.27,9e-04,50.75,-0.0177,4709.67,4107.76,1521.89,1685.68,23.41,4.27167876975651,0,0,1,0
"1434",8895.5,203720,-0.0069,20.3975,0.0427,7.695,-0.0019,62.14,-5e-04,51.24,-0.016,3319.02,3408.43,1722.37,1517.52,23.62,4.23370025402201,1,0,0,0
"1435",8883.05,219870,0.003,20.9125,-0.0246,7.71,3e-04,62.064,0.0013,50.55,-0.0188,5018.54,3475.84,1498.5,1694.24,23.76,4.20875420875421,0,1,0,0
"1436",8811.55,152150,0.0068,20.825,0.0042,7.708,1e-04,62.157,-0.0016,53.24,-0.026,6540.83,4352.87,2181.18,1853.31,23.28,4.29553264604811,0,0,0,1
"1437",8831.4,140640,4e-04,20.1025,0.0359,7.707,0.0013,62.114,5e-04,54.04,-0.0082,3707.54,3890.34,1525.22,1244.45,23.22,4.30663221360896,0,0,0,1
"1438",8741.5,228810,0.0108,20.1575,-0.0027,7.697,-0.0059,62.14,-0.0012,51.35,0.0307,4589.36,4199.1,2454.14,2358.32,23.31,4.29000429000429,0,1,0,0
"1439",8676.95,163680,0.0098,20.5025,-0.0168,7.743,0.0014,62.382,-0.0037,49.42,0.0485,4296.42,4702.7,2143.62,1438.09,23.07,4.33463372345037,0,0,0,1
"1440",8603.3,166560,0.0072,21.1925,-0.0326,7.732,5e-04,62.327,9e-04,50.98,-0.0236,3933.66,4304.93,1674.69,1527.2,22.85,4.37636761487965,0,0,0,1
"1441",8478.1,202300,0.0046,22.015,-0.0374,7.728,0,62.161,0.0029,52.43,-0.0537,4328.7,5589.89,2442.08,1590.76,22.69,4.40722785368003,0,1,0,0
"1442",8584.4,151330,-0.0156,20.685,0.0643,7.728,0.0036,62.058,0.0029,52.01,0.0226,3163.41,3823.71,1651,1181.45,22.59,4.42673749446658,0,0,1,0
"1443",8696.85,176550,-0.0058,20.615,0.0034,7.7,1e-04,61.703,0.0042,50.86,0.024,4126.53,4222.98,1339.04,1223.55,22.44,4.45632798573975,0,0,1,0
"1444",8733.1,179010,-0.0014,20.05,0.0282,7.699,-0.0023,61.842,-0.0022,48.67,0.0419,4533.69,4561.12,2318.25,1992.64,22.57,4.43066016836509,0,0,1,0
"1445",8789.15,201250,-0.0038,19.8075,0.0122,7.717,-0.0013,61.596,0.004,51.67,-0.0867,5057.23,5141.03,1653.42,1725.77,22.53,4.43852640923213,0,0,1,0
"1446",8823.15,208670,-0.0046,20.405,-0.0293,7.727,0.0098,61.721,-0.002,49.79,0.0702,5723.76,5988.11,1966.33,2103.64,22.42,4.46030330062444,0,0,1,0
"1447",8802.5,216560,-0.0013,20.1725,0.0115,7.652,-0.0053,62.005,-0.0049,47.59,0.0276,5639.15,6269.12,1747.14,1971.21,22.51,4.44247001332741,0,0,1,0
"1448",8996.6,275590,-0.016,19.4325,0.0381,7.691,-0.0026,61.807,0.0035,44.63,0.0833,6145.72,6917.27,2281.99,2319.59,22.48,4.44839857651246,1,0,0,0
"1449",8901.5,264250,0.0043,19.77,-0.0171,7.711,8e-04,61.44,0.0072,44.43,0.0018,8753.64,7029.87,2122.29,3802.38,22.84,4.37828371278459,0,1,0,0
"1450",8902.75,190810,4e-04,18.085,0.0932,7.705,1e-04,61.515,-8e-04,45.83,-0.0385,7236.15,5512.98,1437,2729.7,22.67,4.41111601235112,0,0,0,1
"1451",8871.35,192010,0.0085,17.885,0.0112,7.704,0,61.48,-0.0011,45.13,0.0239,7816.2,6862.69,1449.09,2232.43,22.67,4.41111601235112,0,1,0,0
"1452",8827.95,197120,0.0085,18.565,-0.0366,7.704,-0.001,61.45,-0.0027,46.63,-0.0155,7171.82,5151.84,1320.15,2620.11,22.48,4.44839857651246,0,1,0,0
"1453",8745.85,180910,0.0037,17.7125,0.0481,7.712,0.0029,61.635,7e-04,47.35,-0.0308,5408.39,4815.6,1781.45,2359.98,22.25,4.49438202247191,0,1,0,0
"1454",8575.1,158710,0.0169,17.65,-0.0214,7.723,0,61.825,2e-04,48.69,-0.0291,4796,3520.41,1517.7,2279.3,22.16,4.51263537906137,0,1,0,0
"1455",8550.05,129350,0.0043,17.275,0.0217,7.723,0.0022,61.655,-0.0036,48.84,-0.0218,3695.66,3261.94,1373.33,1611.04,21.8,4.58715596330275,0,0,0,1
"1456",8504.05,181370,0.0023,16.16,0.069,7.706,0.0016,62.085,-0.0031,46.35,0.0528,6718.16,5618.23,1417.6,2134.51,21.75,4.59770114942529,0,0,0,1
"1457",8424.5,232140,0.0262,17.2475,-0.0631,7.694,-0.01,61.885,-5e-04,48.6,-0.046,7405.38,5667.14,2142.37,2669.64,21.7,4.60829493087558,0,1,0,0
"1458",8307.25,150620,-0.0026,16.4825,0.0464,7.772,5e-04,62.085,0.0019,46.16,0.0564,4248.3,4318.04,1647.21,1871.19,21.14,4.73036896877956,1,0,0,0
"1459",8346.15,129560,-0.0028,16.11,0.0231,7.768,-0.0056,62.1,-0.0015,45.69,-0.0039,5046.28,4811.19,1917.84,1871.78,21.21,4.71475719000471,1,0,0,0
"1460",8291.35,103150,0.0046,15.955,0.0097,7.812,-0.0041,62.355,-0.0045,48.19,-0.0474,3289.52,3044.57,1097.14,1428.32,21.27,4.70145745181006,0,0,0,1
"1461",8285.45,152610,0.0061,16.4725,-0.0314,7.844,-0.002,62.5,-0.0051,48.92,-0.0088,4182.2,4480.19,1876.92,1577.39,21.16,4.72589792060491,0,0,0,1
"1462",8191.4,143800,0.0164,18.14,-0.0919,7.86,5e-04,63.205,-0.0096,48.78,0.0029,4685.59,5152.37,2174.4,1885.52,21.04,4.75285171102662,0,0,0,1
"1463",8118.65,164080,-0.0031,17.42,0.0413,7.856,-0.0054,63.52,-0.0046,48,0.015,3290.56,4363.74,2265.73,1664.33,20.7,4.83091787439614,1,0,0,0
"1464",8325.3,172800,-0.03,14.1525,0.2309,7.899,9e-04,63.375,0.0036,50,-0.0422,3138.11,4708.87,2646.3,1456.65,20.76,4.81695568400771,1,0,0,0
"1465",8407.95,118160,-0.002,13.795,0.0259,7.892,0.0025,63.435,9e-04,52.61,-0.0503,2569.89,2097.89,1098.28,1674.02,21.4,4.67289719626168,1,0,0,0
"1466",8288.7,101890,0.0135,15.025,-0.0819,7.872,-0.001,63.445,-0.0011,53.76,-0.0344,2082.96,1823.14,1527.3,1457.52,21.45,4.66200466200466,0,1,0,0
"1467",8272.8,56560,2e-04,15.12,-0.0063,7.88,0.0032,63.175,0.0051,53.73,0.0243,248.38,230.18,691.07,671.51,21.16,4.72589792060491,0,0,0,1
"1468",8243.9,84530,0.0042,14.8625,0.0173,7.855,-0.0023,63.315,-0.0055,53.87,-0.0157,2348.86,1867.78,1161.68,1192.23,21.16,4.72589792060491,0,1,0,0
"1469",8260.3,77700,2e-04,14.5825,0.0192,7.873,-0.0068,63.725,-0.0045,53.72,0.0095,1684.45,1406.53,971.74,810.87,21.07,4.74608448030375,0,0,0,1
"1470",8214.7,82090,0.0056,14.645,-0.0043,7.927,-0.0068,63.665,0.0017,55.05,-0.0205,1419.14,1623.36,1154.73,794.35,21.07,4.74608448030375,0,0,0,1
"1471",8204.8,75530,0.0033,15.07,-0.0282,7.978,0.0023,63.455,7e-04,55.86,-0.0213,560.62,520.65,1060.03,642.74,20.95,4.77326968973747,0,0,0,1
"1472",8272.05,221910,-0.0112,15.2975,-0.0149,7.96,0.0048,63.435,0.0013,56.8,-0.0224,5112.98,7921.25,2910.17,2401.08,20.88,4.78927203065134,1,0,0,0
"1473",8324.6,132190,-0.0068,14.21,0.0765,7.922,-0.004,63.31,0.0033,55.39,0.0337,2148.19,2593.12,1845.54,1329.2,21.12,4.73484848484848,0,0,1,0
"1474",8255,139160,0.012,14.51,-0.0207,7.954,-8e-04,63.255,-2e-04,57.75,-0.0223,2540.92,2876.16,1542.76,1153.64,21.27,4.70145745181006,0,0,0,1
"1475",8230.45,174800,0.0081,14.5975,-0.006,7.96,0.004,63.055,0.004,55.5,0.0445,5238.8,5907.65,1928.5,1305.73,21.01,4.75963826749167,0,0,0,1
"1476",8138.9,162110,0.0161,16.925,-0.1375,7.928,-0.0051,63.36,-0.0084,55.83,-0.0418,3593.3,4468.19,2126.21,1478.04,20.85,4.79616306954436,0,0,0,1
"1477",8041.2,216220,-0.0047,16.3075,0.0379,7.969,-0.0023,63.53,-0.0021,55.5,0.0097,4459.02,6095.38,3180.47,1756.64,20.51,4.87567040468064,1,0,0,0
"1478",8172.6,197340,-0.0185,14.02,0.1632,7.987,0.0198,62.915,0.0077,55.4,4e-04,4005.9,5253.14,2370.36,1835.76,20.61,4.85201358563804,1,0,0,0
"1479",8160.75,137140,-5e-04,13.7525,0.0195,7.832,1e-04,62.21,0.0104,57.07,-0.0329,3296.78,3752.5,1701.97,1565.95,21,4.76190476190476,1,0,0,0
"1480",8302,138080,-0.0083,12.7725,0.0767,7.83,-0.0046,62.26,7e-04,59.17,-0.0357,3220.62,4085.58,1906.92,1583.51,21.01,4.75963826749167,0,0,1,0
"1481",8338.85,133860,-0.0075,12.2425,0.0433,7.866,-0.0053,62.05,0.0059,61.12,-0.0162,3726.81,4535.08,1668.07,1236.14,21.19,4.7192071731949,0,0,1,0
"1482",8439.3,146270,-0.0116,12.2075,0.0236,7.902,-0.0019,61.89,9e-04,63.01,0.0122,3661.31,3882.83,1477.99,1823.37,21.31,4.69263256687001,0,0,1,0
"1483",8538.65,163820,-0.0117,11.95,0.0215,7.917,-0.0024,61.98,-0.0015,65.46,-0.0424,8206.6,3222,2458.71,1428.06,21.56,4.63821892393321,1,0,0,0
"1484",8584.25,143350,-0.003,12.445,-0.0398,7.936,-0.0039,61.845,0.0021,66.8,-0.0145,4071.22,4180.67,1537.3,1371.25,21.81,4.58505272810637,0,0,1,0
"1485",8582.4,143480,0.0031,12.3675,0.0063,7.967,-5e-04,61.945,-0.0012,67.4,-0.0085,4043.19,3569.19,1236.04,1822.02,21.87,4.57247370827618,0,0,0,1
"1486",8528.7,153200,0.0015,12.395,-0.0022,7.971,3e-04,61.885,0.0011,67.6,0.0075,4758.37,4367.3,1976.4,2133.63,21.81,4.58505272810637,0,1,0,0
"1487",8535.45,137390,-0.0036,13.2025,-0.0612,7.969,-0.0112,61.905,-0.0026,69.24,-0.0307,3570.7,3463.88,1513.18,1553.6,21.77,4.59347726228755,0,0,1,0
"1488",8605.1,151990,-0.0038,12.8975,0.0236,8.059,-0.0035,62.06,-0.0041,66,0.0431,4336.73,4349.09,1572.33,2127.5,21.85,4.5766590389016,0,0,1,0
"1489",8516.8,197220,0.0111,12.7425,0.0122,8.087,-0.0074,61.815,0.0057,73.5,-0.035,5160.09,4224.23,2561.35,3000.66,21.94,4.55788514129444,0,1,0,0
"1490",8477.8,194300,0.0022,12.985,-0.0187,8.147,5e-04,61.74,0.0011,73.54,-0.0698,5442.99,5053.26,2669.06,2332.21,21.7,4.60829493087558,0,0,0,1
"1491",8450.3,151920,0.0015,13.525,-0.0399,8.143,-0.0018,61.865,-0.0011,73.87,-0.0054,3517.53,3336.07,1696.37,2011.01,21.65,4.6189376443418,0,0,0,1
"1492",8530.8,271910,-0.0079,13.0175,0.039,8.158,-5e-04,61.915,1e-04,75.51,-0.0223,13086.79,11917.85,2030.27,2762.39,21.61,4.62748727441,1,0,0,0
"1493",8490.95,140660,0.0062,13.8525,-0.0603,8.162,-7e-04,61.7,0.0015,76.62,-0.0095,4382.65,3975.23,1606.27,1769.05,21.78,4.59136822773186,0,1,0,0
"1494",8408.2,137020,0.009,14.165,-0.0221,8.168,0.0012,61.845,-0.0026,76.29,0.0123,4134.87,4012.37,1662.12,1524.53,21.7,4.60829493087558,0,1,0,0
"1495",8406.5,122780,0.0023,14.345,-0.0125,8.158,-7e-04,62.04,-2e-04,74.25,0.0134,3163.39,3640.54,1271,1169.38,21.51,4.64900046490005,0,0,0,1
"1496",8440.65,125400,-0.0052,14.065,0.0199,8.164,0.0013,61.845,0.0036,74.23,-4e-04,4313.42,4241.62,1170.4,1661.66,21.33,4.6882325363338,1,0,0,0
"1497",8441.25,134680,-6e-04,14.41,-0.0239,8.153,-0.0034,61.735,-0.0017,75.49,-0.0136,3900.45,4002.43,1586.1,1818.52,21.47,4.65766185374942,1,0,0,0
"1498",8378.4,113880,0.0049,13.9725,0.0313,8.181,-0.0049,61.63,0.0019,75.93,-0.0024,3693.78,3037.41,1576.48,1824.34,21.45,4.66200466200466,0,0,0,1
"1499",8360.7,146770,0.0038,13.8,0.0125,8.215,-7e-04,61.63,0.0019,74.36,0.0217,4986.8,4340.9,1418.23,1935.74,21.35,4.68384074941452,0,1,0,0
"1500",8405.25,127360,-0.003,14.435,-0.044,8.221,0.0077,61.49,0.0037,76.95,-0.0385,3933.01,3242.4,1090.87,1829.11,21.26,4.70366886171213,1,0,0,0
"1501",8378.9,125240,0.0025,14.8,-0.0247,8.158,-0.0033,61.535,-0.0023,77.5,-0.0098,4112.93,3653.46,1249.68,1809.12,21.33,4.6882325363338,0,0,0,1
"1502",8354.1,122010,0.0022,13.93,0.0625,8.185,9e-04,61.57,5e-04,77.18,0.007,4443.96,3985.92,1181.26,1698.24,21.29,4.69704086425552,0,0,0,1
"1503",8337.8,130750,9e-04,14.11,-0.0128,8.178,-0.0038,61.465,-6e-04,78.5,-0.0159,4291.6,3936.3,1435.41,1750.34,21.24,4.70809792843691,0,0,0,1
"1504",8331.85,153430,-2e-04,13.755,0.0258,8.209,0.0022,61.44,3e-04,77.86,0.0095,8091.15,5554.02,1818.33,2010.53,21.31,4.69263256687001,1,0,0,0
"1505",8351.25,161620,0.0017,13.7375,0.0013,8.191,-0.0082,61.34,7e-04,77.36,0.0193,7123.22,6092.37,1307.55,2512.18,21.54,4.64252553389044,0,1,0,0
"1506",8348.15,141090,2e-04,13.295,0.0333,8.259,-0.0023,61.51,2e-04,80.59,-0.0219,4459.07,3045.73,1334.2,2517.28,21.58,4.6339202965709,0,0,0,1
"1507",8200.8,176160,0.0187,13.265,0.0023,8.278,-0.0013,61.365,-6e-04,81.04,-0.0071,5582.74,3828.01,2175.71,2452.2,21.58,4.6339202965709,0,0,0,1
"1508",8085.2,205670,0.0097,13.005,0.02,8.289,-0.0035,61.29,0.0024,81.93,-0.0131,6643.75,5386.26,2232.69,2326.7,21.16,4.72589792060491,0,1,0,0
"1509",8077.05,148310,0.0078,13.3225,-0.0238,8.318,-5e-04,61.265,0.0017,81.55,0.0096,4453.43,3667.82,1263.56,1770.85,20.92,4.78011472275335,0,1,0,0
"1510",8002.4,124060,0.0045,13.515,-0.0142,8.322,7e-04,61.255,-0.0019,80.64,0.0052,3709.09,3817.09,1324.46,1424.12,20.75,4.81927710843374,0,0,0,1
"1511",8064.35,132830,-0.0029,12.8625,0.0507,8.316,-0.0048,61.185,0.0022,81.27,-1e-04,3914.1,3864.96,1292.02,1282.47,20.64,4.84496124031008,0,0,1,0
"1512",7997.8,151100,0.0086,13.33,-0.0225,8.356,-0.0018,61.095,8e-04,82.55,-0.0277,3639.4,3631.86,1641.31,1265.76,20.65,4.84261501210654,0,0,0,1
"1513",7906.15,163400,0.0061,14.19,-0.0606,8.371,0.0014,61.315,-0.0014,82.76,0.0012,4695.31,4662.91,1772.92,1703.98,20.53,4.87092060399416,0,0,0,1
"1514",7896.95,176170,0.0128,16.4,-0.1348,8.359,-0.0036,61.315,-0.0021,83.13,-5e-04,5287.33,4247.25,1868.6,2034.71,20.47,4.88519785051295,0,0,0,1
"1515",7733.75,177620,0.0041,16.4325,-0.002,8.389,0.0023,61.765,-0.0077,83.18,6e-04,3554.06,4984.09,2565.98,1828.67,20.21,4.9480455220188,0,0,0,1
"1516",7837.3,213530,-0.0147,14.5925,0.1261,8.37,-0.0033,61.485,0.0075,81.06,0.0112,4206.91,5335.28,2052.18,1387.73,20.13,4.96770988574267,1,0,0,0
"1517",7923.25,225470,-0.0026,14.5,0.0064,8.397,-0.0025,60.945,0.0064,84.98,-0.0455,2942.08,3636.75,1825.97,1330.45,20.41,4.89955903968643,1,0,0,0
"1518",7831,118780,0.0031,14.33,0.0119,8.418,-0.0045,61.285,-0.0045,85.2,-9e-04,2480.59,3151.65,1618.85,1052.02,20.47,4.88519785051295,0,0,0,1
"1519",7911,142930,-0.0126,13.155,0.0893,8.456,-0.0011,61.165,0.0038,84.39,6e-04,2576.53,3296.3,1866.91,1308.7,20.55,4.8661800486618,1,0,0,0
"1520",7886.5,123770,0.015,14.1125,-0.0678,8.465,0.0068,61.145,-0.005,87.73,-0.0176,3148.31,3169.2,2020.1,1396.46,20.81,4.80538202787122,0,0,0,1
"1521",7828.75,135910,-0.0012,14.4625,-0.0242,8.408,-0.0053,61.47,9e-04,88.43,-0.0173,3252.99,4693.98,1937.08,1273.99,20.5,4.8780487804878,1,0,0,0
"1522",7897.4,148200,-0.0117,13,0.1125,8.453,-0.0028,61.465,-0.0039,90.45,-0.0165,5056.61,5389.45,1814.9,1487.25,20.53,4.87092060399416,1,0,0,0
"1523",7960.5,113000,-0.0024,13.145,-0.011,8.477,-0.004,61.835,-0.0035,91.36,-0.0047,3534.85,3598.09,1418.1,1262.41,20.77,4.81463649494463,0,0,1,0
"1524",7948.8,141140,7e-04,13.385,-0.0179,8.511,0.0025,61.615,0.0062,94.34,-0.0361,4506.77,4992.7,1855.78,1654.54,20.82,4.8030739673391,0,1,0,0
"1525",7978.45,97270,-0.0012,12.9275,0.0354,8.49,0.0056,61.155,0.0068,93.35,0.011,2643.78,2493.68,1323.36,1088.84,20.81,4.80538202787122,0,0,1,0
"1526",7885.85,147840,0.0072,13.2975,-0.0278,8.441,-0.0054,61.345,-0.0031,92.47,0.0109,3622.07,4755.71,2795.91,1460.58,20.83,4.80076812289966,0,0,0,1
"1527",8003.3,231900,-0.0113,12.535,0.0608,8.487,7e-04,60.965,0.0064,92.89,-0.0029,6308.96,7160.2,2822.33,2003.71,20.68,4.83558994197292,1,0,0,0
"1528",8015.55,182210,-0.0019,12.41,0.0101,8.481,0.0017,61.045,-0.0018,91.72,0.0135,3543.2,4336.85,1461.38,1476.67,20.92,4.78011472275335,1,0,0,0
"1529",8144.4,140780,-0.0158,11.565,0.0731,8.467,0.0038,60.955,0.0018,90.7,4e-04,3951.71,5136.88,1858.96,1533.26,20.96,4.77099236641221,1,0,0,0
"1530",8084.45,105510,0.0031,11.8875,-0.0271,8.435,-0.0024,60.795,0.0014,92.22,-0.0096,2666.51,2852.92,1309.17,1277.68,21.3,4.69483568075117,0,0,0,1
"1531",8129.4,161280,8e-04,12.325,-0.0355,8.455,2e-04,60.78,0.002,92.97,-0.0071,9067.97,9074.5,1581.36,1344.21,21.23,4.71031559114461,0,1,0,0
"1532",7950.65,116930,0.0175,12.9475,-0.0481,8.453,-0.0053,61.115,-0.0029,93.97,-0.0143,3383.39,3392.96,1671.65,1587.2,21.58,4.6339202965709,0,0,0,1
"1533",7971.5,123720,0.0054,13.2825,-0.0252,8.498,0,60.985,-0.0024,94.71,-0.0048,4278.46,4142.38,1635.63,1796.82,21.21,4.71475719000471,0,1,0,0
"1534",8036.6,127950,-0.0136,13.255,0.0021,8.498,-7e-04,61.025,-7e-04,92.81,0.0211,3146.53,3975.48,2090.2,1624.59,21.09,4.74158368895211,1,0,0,0
"1535",8070.35,96500,-0.0078,12.365,0.072,8.504,-1e-04,60.655,0.0074,92.13,0.007,3035.25,3109.84,1504.75,1579.24,21.38,4.67726847521048,0,0,1,0
"1536",8087.05,111440,0.0024,12.5175,-0.0122,8.501,-5e-04,60.975,-0.0045,93.05,-0.006,3745.68,3562.88,1651.73,1860.17,21.55,4.64037122969838,0,0,0,1
"1537",8115.15,122820,-0.001,12.93,-0.0319,8.505,-0.0044,60.845,0,91.71,0.0127,3758.59,3325.04,1450.66,1981.37,21.5,4.65116279069767,1,0,0,0
"1538",8135.55,107060,-0.0072,12.7575,0.0135,8.543,0.0025,60.78,0.0054,92.79,-0.0116,3117.67,3127.58,1210.62,1721.87,21.52,4.64684014869889,0,0,1,0
"1539",8161.9,104740,-0.0026,12.7925,-0.0027,8.522,0.0024,60.435,0.0055,93.11,0.001,2716.67,2237.27,1020.68,1772.77,21.68,4.61254612546125,0,0,1,0
"1540",8132.95,120690,0.0108,12.935,-0.011,8.502,-0.0023,60.305,-0.002,93.49,-0.0068,4416.57,3253.59,1530.08,2038.45,21.73,4.60193281178095,0,0,0,1
"1541",8099.9,125980,-0.0011,13.0775,-0.0109,8.522,0,60.445,6e-04,94.57,-0.0123,3807.81,3497.3,1217.3,1572.11,21.15,4.72813238770686,0,0,1,0
"1542",8114.2,141280,-0.0023,13.3925,-0.0235,8.522,0,60.465,-0.0021,95.07,-0.0114,5458.31,3760.57,1172.65,1727.88,21.17,4.72366556447803,0,0,1,0
"1543",8110.85,150730,0.0039,13.4475,-0.0041,8.522,4e-04,60.605,-0.0032,93.28,0.0286,6178.38,4889.81,1762.22,2231.91,21.22,4.71253534401508,0,1,0,0
"1544",8038.6,134900,0.0069,13.53,-0.0061,8.519,-0.0036,60.585,0.0026,95.81,-0.0308,3876.27,3203.46,1820.36,1988.21,21.14,4.73036896877956,0,0,0,1
