Day,Month,Year,Price,Open,High,Low,Nifty Vol,Chg,VIXPrice,VIXOpen,VIXHigh,VIXLow,VIXChg,GSECPrice,GSECOpen,GSECHigh,GSECLow,GSECChg,FXPrice,FXOpen,FXHigh,FXLow,FXChg,OilPrice,OilOpen,OilHigh,OilLow,OilVolume,OilChg,FII_BUY,FII_SELL,FII_NET,DII_BUY,DII_SELL,DII_NET,Nifty_PE
13,7,2015,8459.65,8397.25,8471.65,8355.4,121380,0.0119,16.2725,17.07,17.7175,15.5725,-0.0467,7.867,7.867,7.867,7.867,0.0083,63.45,63.359,63.6,63.315,0.0015,52.2,52.15,53.17,51.26,359.48,-0.0102,3477.95,2949.97,527.98,1081.26,1252.81,-171.55,23.45
10,7,2015,8360.55,8365.7,8377.1,8315.4,158880,0.0038,17.07,17.4375,17.6325,16.2375,-0.0211,7.802,7.802,7.802,7.802,0.0013,63.358,63.318,63.49,63.308,0.0006,52.74,52.48,53.89,51.96,349.08,-0.0008,4991.65,5456.92,-465.27,1785.69,1195.2,590.49,23.17
9,7,2015,8328.55,8364.85,8400.3,8323,135360,-0.0041,17.4375,17.79,18.075,16.2875,-0.0198,7.792,7.792,7.792,7.792,0.0014,63.318,63.456,63.59,63.29,-0.0022,52.78,51.83,53.54,51.48,382.33,0.0219,3685.44,3939.54,-254.1,1271.41,1192.33,79.08,23.08
8,7,2015,8363.05,8439.2,8457.5,8341.4,193890,-0.0174,17.79,16.3075,18.375,15.4425,0.0909,7.781,7.781,7.781,7.781,0.0001,63.459,63.476,63.66,63.453,-0.0003,51.65,52.91,52.96,50.91,434.75,-0.013,6943.13,7297.45,-354.32,1368.19,1714.9,-346.71,23.18
7,7,2015,8510.8,8525.5,8561.35,8483.85,126040,-0.0013,16.3075,16.0175,16.565,15.215,0.0181,7.78,7.78,7.78,7.78,0.0035,63.476,63.263,63.582,63.26,0.0034,52.33,52.75,53.43,50.58,527.27,-0.0038,3745.14,3721.6,23.54,1379.05,1473.76,-94.71,23.59
6,7,2015,8522.15,8386.15,8533.15,8386.15,104580,0.0044,16.0175,16.305,17.045,15.89,-0.0176,7.753,7.753,7.753,7.753,-0.0059,63.264,63.427,63.64,63.254,-0.0023,52.53,56.42,56.79,52.41,540.61,-0.0539,2863.2,2713.83,149.37,983.3,1392.96,-409.66,23.62
3,7,2015,8484.9,8440.1,8497.75,8424.15,91140,0.0047,16.305,15.5575,16.3875,14.785,0.048,7.799,7.799,7.799,7.799,-0.0015,63.411,63.297,63.5,63.297,0.0018,55.52,56.6,56.78,55.42,0,-0.0248,2588.55,2232.26,356.29,951.38,1171.99,-220.61,23.52
2,7,2015,8444.9,8471.95,8479.25,8433.2,115470,-0.001,15.5575,15.845,16.0775,15.1625,-0.0181,7.811,7.811,7.811,7.811,-0.0008,63.299,63.553,63.68,63.296,-0.0039,56.93,56.87,57.95,56.5,297.05,-0.0005,3952.13,3376.81,575.32,1181.02,1400.04,-219.02,23.40
1,7,2015,8453.05,8376.25,8481.6,8370.15,135890,0.0101,15.845,16.9275,17.1,15.7175,-0.0639,7.817,7.817,7.817,7.817,-0.0056,63.55,63.609,63.712,63.53,-0.0008,56.96,58.98,58.98,56.68,373.41,-0.0422,4397.59,4322.56,75.03,1345.73,1293.61,52.12,23.43
30,6,2015,8368.5,8316.35,8378,8298.95,163370,0.006,16.9275,17.2975,17.8375,16.7775,-0.0214,7.861,7.861,7.861,7.861,-0.0032,63.604,63.707,63.81,63.55,-0.0016,59.47,58.27,59.69,57.94,282.48,0.0195,5153.9,5705.28,-551.38,2167.8,1587.21,580.59,23.19
29,6,2015,8318.4,8247.05,8329.45,8195.65,136110,-0.0075,17.2975,15.76,18.775,15.76,0.0976,7.886,7.886,7.886,7.886,0.0083,63.707,63.523,63.95,63.45,0.004,58.33,58.84,59.27,58.04,286.04,-0.0218,2788.64,3500.52,-711.88,2099.06,1192.68,906.38,23.05
26,6,2015,8381.1,8393.95,8408.55,8339.7,113960,-0.002,15.76,15.93,16.525,15.515,-0.0107,7.821,7.821,7.821,7.821,-0.0003,63.452,63.528,63.67,63.45,-0.001,59.63,59.66,59.96,58.76,231.96,-0.0012,3326.73,3530.47,-203.74,1775.66,1541.45,234.21,23.23
25,6,2015,8398,8336.25,8423.15,8329.5,207420,0.0044,15.93,15.915,16.7075,15.4775,0.0009,7.823,7.823,7.823,7.823,0.0024,63.518,63.548,63.65,63.489,-0.0001,59.7,60.22,60.46,59.43,222.34,-0.0095,6954.03,6673.82,280.21,2868.45,2876.9,-8.45,23.27
24,6,2015,8360.85,8399.4,8421.35,8338.9,134060,-0.0025,15.915,15.0425,16.61,14.945,0.058,7.804,7.804,7.804,7.804,0.0072,63.526,63.59,63.71,63.487,-0.0013,60.27,61.14,61.57,59.8,312.99,-0.0121,4491.2,4398.63,92.57,1721.09,1707.57,13.52,23.17
23,6,2015,8381.55,8377.45,8398.45,8334.95,135840,0.0034,15.0425,15.4875,16.5425,14.8275,-0.0287,7.748,7.748,7.748,7.748,0.0016,63.607,63.532,63.695,63.499,0.0013,61.01,60.21,61.49,59.55,336.22,0.0223,3139.18,3514.15,-374.97,1595.91,1191.71,404.2,23.23
22,6,2015,8353.1,8259.3,8369.45,8257.4,126540,0.0156,15.4875,15.085,15.7475,13.735,0.0267,7.736,7.736,7.736,7.736,0.0036,63.523,63.532,63.59,63.44,0.0004,59.68,59.44,60.3,58.93,26.74,0.0012,3526.32,2875.01,651.31,1353.64,1447.67,-94.03,23.15
19,6,2015,8224.95,8201.15,8250.8,8195.65,151580,0.0062,15.085,16.015,16.015,14.905,-0.0581,7.708,7.708,7.708,7.708,-0.0071,63.5,63.579,63.87,63.42,-0.0012,59.61,60.5,60.56,58.88,116.66,-0.0139,6463.41,6569.53,-106.12,1555.05,1107.5,447.55,22.79
18,6,2015,8174.6,8113.7,8186.9,8101.8,149270,0.0103,16.015,16.7275,16.7275,14.235,-0.0426,7.763,7.763,7.763,7.763,-0.0106,63.577,63.905,63.95,63.566,-0.0068,60.45,59.78,60.89,59.25,181.88,0.0088,4041.26,4825.99,-784.73,2297.54,1187.53,1110.01,22.66
17,6,2015,8091.55,8084.2,8136.85,8048.95,157210,0.0055,16.7275,17.1675,17.1875,14.2975,-0.0256,7.846,7.846,7.846,7.846,-0.0046,64.011,64.166,64.28,63.989,-0.0024,59.92,60.03,61.38,58.85,396.16,-0.0008,4190.71,5131.62,-940.91,2728.31,1281.24,1447.07,22.43
16,6,2015,8047.3,8004.2,8061.85,7952.35,127810,0.0042,17.1675,17.525,17.855,14.0925,-0.0204,7.882,7.882,7.882,7.882,0.0024,64.166,64.081,64.33,63.996,0.0013,59.97,59.6,60.37,59.42,233.94,0.0076,3512.26,4033.91,-521.65,1656.96,1012.15,644.81,22.30
15,6,2015,8013.9,7986.6,8057.7,7944.85,137120,0.0039,17.525,17.4775,18.02,15.3475,0.0027,7.863,7.863,7.863,7.863,-0.0029,64.085,64.1,64.2,64,-0.0002,59.52,59.9,59.98,58.73,275.19,-0.0073,3028.02,3632.88,-604.86,1390.91,740.44,650.47,22.21
12,6,2015,7982.9,7959.85,7995.6,7940.3,140840,0.0022,17.4775,17.805,18.2075,16.075,-0.0184,7.886,7.886,7.886,7.886,0.0009,64.1,63.985,64.2,63.9,0.0022,59.96,60.55,60.63,59.73,246.9,-0.0133,3119.17,3790.13,-670.96,1537.78,832.2,705.58,22.12
11,6,2015,7965.35,8157.3,8163.05,7958.25,171350,-0.0196,17.805,17.0775,17.95,15.9475,0.0426,7.879,7.879,7.879,7.879,0.0069,63.959,63.782,64.03,63.75,0.003,60.77,61.14,61.53,60.21,352.42,-0.0107,3752.77,4375.66,-622.89,1875.48,1286.19,589.29,22.08
10,6,2015,8124.45,8024.15,8152.25,8023.8,141030,0.0127,17.0775,18.01,18.02,16.7125,-0.0518,7.825,7.825,7.825,7.825,0.0046,63.766,64.039,64.071,63.76,-0.0038,61.43,60.58,61.82,60.45,459.77,0.0214,3279.45,3761.56,-482.11,1911.2,1123.14,788.06,22.52
9,6,2015,8022.4,8026.5,8057.15,8005.15,140220,-0.0027,18.01,18.885,19.1175,16.475,-0.0463,7.789,7.789,7.789,7.789,-0.0015,64.01,63.963,64.09,63.85,0.001,60.14,58.31,60.68,58.23,405.49,0.0344,3152.89,3797.91,-645.02,1767.86,1075.57,692.29,22.23
8,6,2015,8044.15,8124.35,8131,8030.55,140080,-0.0087,18.885,18.0875,19.065,17.1575,0.0441,7.801,7.801,7.801,7.801,-0.0228,63.947,64.111,64.18,63.925,0.0028,58.14,58.96,59.13,57.86,339.85,-0.0167,2932.64,3681.76,-749.12,1810.3,1280.48,529.82,22.29
5,6,2015,8114.7,8119.15,8191,8100.15,167060,-0.002,18.0875,18.1225,18.375,17.6875,-0.0019,7.983,7.983,7.983,7.983,-0.0034,63.77,63.963,64.035,63.75,-0.003,59.13,57.99,59.23,56.83,461.02,0.0195,3663.81,4214.1,-550.29,2189.98,1310.48,879.5,22.49
4,6,2015,8130.65,8155.15,8160.05,8056.75,159470,-0.0005,18.1225,16.82,18.67,16.465,0.0353,8.01,8.01,8.01,8.01,0.0074,63.964,63.996,64.27,63.916,-0.0005,58,59.57,59.94,57.83,363.35,-0.0275,4968.11,4456.21,511.9,2089.78,1317.74,772.04,22.53
3,6,2015,8135.1,8232.45,8236.7,8094.15,176660,-0.0123,17.505,16.82,17.9175,15.8575,0.0407,7.951,7.951,7.951,7.951,0.0023,63.997,63.699,64.08,63.669,0.0048,59.64,61.02,61.43,59.34,371.3,-0.0264,4868.93,5596.54,-727.61,2109.42,1696.76,412.66,22.41
2,6,2015,8236.45,8442.8,8445.35,8226.05,151340,-0.0234,16.82,16.9125,17.1375,16.0325,-0.0055,7.933,7.933,7.933,7.933,0.0142,63.689,63.61,63.97,63.59,0.0015,61.26,60.18,61.58,60.09,344.51,0.0176,4255.53,4849.67,-594.14,1760.02,1488.38,271.64,22.71
1,6,2015,8433.4,8417.25,8467.15,8405.4,125990,0,16.9125,16.6575,17.46,16.0575,0.0153,7.822,7.822,7.822,7.822,0.0008,63.594,63.733,63.841,63.53,-0.0023,60.2,60.29,60.64,59.33,292.19,-0.0017,4078.43,3964.96,113.47,1589.58,1540.24,49.34,23.25
29,5,2015,8433.65,8327.1,8443.9,8305.7,375230,0.0138,16.6575,17.1325,17.71,16.4375,-0.0277,7.815,7.815,7.815,7.815,-0.005,63.743,63.79,63.946,63.68,-0.0003,60.3,57.97,60.7,57.72,452.22,0.0454,24676.01,22391.71,2284.3,3198.78,5466.66,-2267.88,23.12
28,5,2015,8319,8345.7,8364.5,8270.15,239550,-0.0019,17.1325,17.2825,17.72,16.5975,-0.0087,7.854,7.854,7.854,7.854,-0.0018,63.763,63.823,64,63.745,-0.001,57.68,57.63,58.07,56.51,340.68,0.003,6851.77,7644.31,-792.54,3145.51,2462.22,683.29,22.61
27,5,2015,8334.6,8302.75,8342.85,8277.95,170580,-0.0006,17.2825,17.0675,17.9675,16.905,0.0126,7.868,7.868,7.868,7.868,-0.0029,63.826,63.983,64.17,63.82,-0.0023,57.51,58.32,58.95,57.36,314.92,-0.009,5094.23,6029.21,-934.98,2375.06,1781.03,594.03,22.60
26,5,2015,8339.35,8377.1,8378.9,8320.05,120430,-0.0037,17.0675,16.9325,17.8425,15.2875,0.008,7.891,7.891,7.891,7.891,0.0034,63.972,63.493,64.02,63.49,0.0075,58.03,60.05,60.25,57.71,330.13,-0.0303,4082.62,3967.81,114.81,1835.47,1711.62,123.85,22.55
25,5,2015,8370.25,8438.15,8441.95,8364.15,125050,-0.0105,16.9325,16.9475,17.6975,14.68,-0.0009,7.864,7.864,7.864,7.864,0.0008,63.496,63.511,63.68,63.49,0.0001,59.85,59.93,60.24,59.11,0,-0.0012,2458.33,2384.19,74.14,1411.95,1411.78,0.17,22.64
22,5,2015,8458.95,8432.5,8489.55,8420.6,193080,0.0045,16.9475,17.4125,17.44,14.195,-0.0267,7.858,7.858,7.858,7.858,-0.0023,63.49,63.578,63.681,63.43,-0.0014,59.72,60.66,60.8,59.35,230.31,-0.0165,6279.25,6067.83,211.42,1776.79,1539.17,237.62,22.94
21,5,2015,8421,8434.5,8446.35,8382.5,148190,-0.0003,17.4125,17.7175,18.06,16.1425,-0.0172,7.876,7.876,7.876,7.876,0.0027,63.58,63.612,63.75,63.51,-0.0003,60.72,58.81,60.94,58.69,329.77,0.0295,5938.54,6124.8,-186.26,1721.79,1317.78,404.01,22.67
20,5,2015,8423.25,8392.65,8440.35,8391.45,127390,0.0069,17.7175,18.27,18.27,15.5725,-0.0302,7.855,7.855,7.855,7.855,-0.0004,63.598,63.781,63.9,63.555,-0.0026,58.98,58.32,59.04,58.1,287.13,0.03,4303.18,4179.69,123.49,1617.22,1513.64,103.58,22.69
19,5,2015,8365.65,8356.2,8427.8,8335,144640,-0.001,18.27,17.9025,18.525,14.865,0.0205,7.858,7.858,7.858,7.858,-0.0051,63.763,63.725,63.85,63.52,0.0009,57.26,59.54,59.63,57.09,30.3,-0.0365,4901.79,4853.73,48.06,1693.92,1242.9,451.02,22.55
18,5,2015,8373.65,8284.95,8384.6,8271.95,153340,0.0135,17.9025,19.815,20.47,16.77,-0.0965,7.898,7.898,7.898,7.898,-0.006,63.708,63.442,63.75,63.425,0.0042,59.43,59.85,60.88,59.06,144.39,-0.0044,4876.92,5079.04,-202.12,2002.88,1384.34,618.54,22.57
15,5,2015,8262.35,8240.3,8279.2,8212.2,133840,0.0046,19.815,20.7,20.9825,19.095,-0.0428,7.946,7.946,7.946,7.946,0.0009,63.44,63.403,63.662,63.347,0.0009,59.69,59.67,59.97,58.42,222.09,-0.0032,3595.53,3633.84,-38.31,1799.79,1236.19,563.6,22.24
14,5,2015,8224.2,8232.45,8236.25,8137.3,138960,-0.0014,20.7,20.685,21.905,19.815,0.0007,7.939,7.939,7.939,7.939,-0.0023,63.383,64.014,64.063,63.379,-0.0098,59.88,60.1,60.84,59.36,361.43,-0.0102,4513.61,4587.37,-73.76,1367.34,1064.77,302.57,22.14
13,5,2015,8235.45,8181.55,8254.95,8089.8,175020,0.0134,20.685,20.545,21.4325,18.0975,0.0068,7.957,7.957,7.957,7.957,0.0009,64.013,64.146,64.281,63.845,-0.0021,60.5,61.23,61.85,60.02,426.84,-0.0041,5205.87,5277.07,-71.2,2050.55,1796.55,254,22.17
12,5,2015,8126.95,8326.15,8326.65,8115.3,178750,-0.0238,20.545,18.625,21.3275,17.22,0.1031,7.95,7.95,7.95,7.95,0.0081,64.147,64.007,64.39,63.998,0.0022,60.75,59.27,61.36,59.12,397.35,0.0253,4856.75,6186.18,-1329.43,2545.56,1213.63,1331.93,21.92
11,5,2015,8325.25,8243.2,8332.75,8224.65,197880,0.0163,18.625,19.11,19.28,16.7675,-0.0254,7.886,7.886,7.886,7.886,-0.0114,64.007,63.705,64.022,63.705,0.0046,59.25,59.43,59.85,58.75,332.69,-0.0024,4529.36,4359.39,169.97,1851.42,1522.85,328.57,22.41
8,5,2015,8191.5,8131.5,8224.95,8123.45,188780,0.0167,19.11,19.65,19.65,17.4375,-0.0275,7.977,7.977,7.977,7.977,-0.002,63.711,64.071,64.23,63.657,-0.0056,59.39,59.02,59.9,58.14,434.58,0.0076,4236.79,4674.35,-437.56,2725.58,1611.2,1114.38,21.92
7,5,2015,8057.3,8077,8122.6,7997.15,166560,-0.0049,19.65,19.67,20.0325,18.335,-0.001,7.993,7.993,7.993,7.993,0.0129,64.073,63.635,64.29,63.623,0.0071,58.94,60.69,61.31,58.49,437.02,-0.0327,3991.69,5352.38,-1360.69,2732.1,1574.08,1158.02,21.61
6,5,2015,8097,8316.6,8331.95,8083,216090,-0.0274,19.67,17.365,20.4625,16.7075,0.1327,7.891,7.891,7.891,7.891,0.0054,63.621,63.376,63.685,63.31,0.004,60.93,60.72,62.58,60.54,423.58,0.0088,5422.22,7121.82,-1699.6,3073.38,1618.41,1454.97,21.71
5,5,2015,8324.8,8338.4,8355.65,8280.6,160340,-0.0009,17.365,17.3075,18.07,16.2725,0.0033,7.849,7.849,7.849,7.849,-0.0014,63.369,63.562,63.62,63.315,-0.0023,60.4,58.95,61.1,58.63,389.74,0.0249,4408.29,5164.81,-756.52,2182.05,1202.86,979.19,22.45
4,5,2015,8331.95,8230.05,8346,8220.45,135760,0.0184,17.3075,17.225,18.2825,16.96,0.0048,7.8545,7.8545,7.8545,7.8545,0.0022,63.516,63.692,63.693,63.516,-0.0032,58.93,59.3,59.73,58.45,215.05,-0.0037,5105.79,5045.26,60.53,1253.94,1107.14,146.8,22.47
30,4,2015,8181.5,8224.5,8229.4,8144.75,276020,-0.0071,17.225,17.235,18.1225,16.3075,-0.0006,7.86,7.86,7.86,7.86,0.0058,63.529,63.44,63.74,63.398,0.0011,59.63,58.55,59.85,58.38,340.32,0.0179,7711.13,10868.74,-3157.61,4676.55,2215.75,2460.8,22.07
29,4,2015,8239.75,8274.8,8308.2,8219.2,165360,-0.0055,17.235,17.41,17.885,15.725,-0.0101,7.815,7.815,7.815,7.815,0.007,63.46,63.049,63.502,63.04,0.0065,58.58,56.93,59.33,56.54,411.1,0.0266,4453.67,5171.98,-718.31,1989.99,1077.53,912.46,22.29
28,4,2015,8285.6,8215.55,8308,8185.15,179970,0.0087,17.41,18.735,18.895,16.745,-0.0707,7.761,7.761,7.761,7.761,-0.0022,63.053,63.334,63.47,63.027,-0.0046,57.06,56.65,57.83,56.07,281.86,0.0012,4601.68,6134.52,-1532.84,3322.52,1785.44,1537.08,22.46
27,4,2015,8213.8,8330.55,8334.45,8202.35,176840,-0.011,18.735,19.105,20.0875,16.2175,-0.0194,7.778,7.778,7.778,7.778,-0.0012,63.346,63.747,63.78,63.346,-0.005,56.99,57.3,57.89,56.52,250.56,-0.0028,4933.63,6682.96,-1749.33,3286.5,1618.96,1667.54,22.26
24,4,2015,8305.25,8405.7,8413.3,8273.35,178990,-0.0111,19.105,18.5,19.5925,17.36,0.0327,7.787,7.787,7.787,7.787,0.0039,63.662,63.283,63.683,63.215,0.0061,57.15,57.53,57.95,56.5,328.32,-0.0102,6282.92,7058.38,-775.46,2666.64,1770.31,896.33,22.34
23,4,2015,8398.3,8478.2,8504.95,8361.85,160800,-0.0037,18.5,17.21,19.435,14.965,0.075,7.757,7.757,7.757,7.757,0.0005,63.277,62.968,63.43,62.895,0.0047,57.74,56.28,58.41,55.76,415.57,0.0281,4938.12,5214.95,-276.83,1808.53,1248.93,559.6,22.50
22,4,2015,8429.7,8400.4,8449.95,8284.7,177130,0.0062,17.21,17.03,18.3775,14.69,0.0106,7.753,7.753,7.753,7.753,-0.0026,62.98,62.881,63.02,62.725,0.002,56.16,56.34,57.19,55.73,329.63,0.0163,4919.59,5829.74,-910.15,2227.97,2009.99,217.98,22.59
21,4,2015,8377.75,8416.1,8469.35,8352.7,420430,-0.0083,17.03,16.2975,17.34,15.2275,0.0449,7.773,7.773,7.773,7.773,-0.0027,62.854,63.14,63.165,62.75,-0.0045,55.26,56.41,56.91,55.01,29.6,-0.0199,22567.6,5078.87,17488.73,3347.98,1983.15,1364.83,22.44
20,4,2015,8448.1,8618.8,8619.95,8422.75,153510,-0.0183,16.2975,15.04,16.4225,13.6625,0.0836,7.794,7.794,7.794,7.794,0.0004,63.137,62.554,63.167,62.5,0.0094,56.38,56.16,57.17,54.85,112.38,0.0115,5954.52,7461.38,-1506.86,2328.19,1365.69,962.5,22.64
17,4,2015,8606,8698.05,8699.85,8596.7,154980,-0.0116,15.04,14.95,15.1775,13.62,0.006,7.791,7.791,7.791,7.791,-0.001,62.55,62.317,62.55,62.305,0.0037,55.74,56.56,56.88,55.31,230.62,-0.0171,4625.4,5301.11,-675.71,1758.17,1685.65,72.52,23.06
16,4,2015,8706.7,8757.05,8760,8645.65,147270,-0.005,14.95,14.62,15.3,12.9675,0.0226,7.799,7.799,7.799,7.799,0.0022,62.317,62.353,62.407,62.245,-0.0007,56.71,55.92,57.42,55.07,413.13,0.0057,4354.74,4569.1,-214.36,1872.04,1439.77,432.27,23.33
15,4,2015,8750.2,8844.75,8844.8,8722.4,168580,-0.0095,14.62,14.4875,14.985,13.34,0.0091,7.782,7.782,7.782,7.782,-0.0018,62.36,62.294,62.46,62.264,0.0015,56.39,53.55,56.69,53.39,508.9,0.0582,6592.06,6484.06,108,1704.62,1764.8,-60.18,23.43
13,4,2015,8834,8801.75,8841.65,8762.1,125370,0.0061,14.4875,14.255,14.93,13.055,0.0163,7.796,7.796,7.796,7.796,-0.0006,62.407,62.184,62.575,62.18,0.0021,51.91,51.81,53.1,51.47,375.53,0.0052,3760.19,3343.18,417.01,1475.61,1429.19,46.42,23.66
10,4,2015,8780.35,8774.35,8787.4,8733.6,143290,0.0002,14.255,14.4175,14.79,13.4275,-0.0113,7.801,7.801,7.801,7.801,0.0035,62.276,62.301,62.43,62.209,-0.0005,51.64,50.73,51.93,50.08,395.14,0.0167,4823.65,4460.86,362.79,1671.41,1806.59,-135.18,23.51
9,4,2015,8778.3,8756.2,8785.5,8682.45,157410,0.0073,14.4175,14.3475,14.8925,13.2875,0.0049,7.774,7.774,7.774,7.774,-0.0015,62.306,62.201,62.337,62.15,0.0018,50.79,51,52.07,50.51,449.53,0.0073,5589.4,5395.59,193.81,2166.98,1674.19,492.79,23.50
8,4,2015,8714.4,8698.95,8730.5,8679.8,152800,0.0062,14.3475,14.25,14.695,13.35,0.0068,7.786,7.786,7.786,7.786,0,62.192,62.301,62.372,62.139,-0.0017,50.42,53.18,53.23,50.37,552.63,-0.066,4536.32,5015.5,-479.18,1919.31,1536.77,382.54,23.33
7,4,2015,8660.3,8684.45,8693.6,8586.85,153260,0,14.25,14.5725,14.895,13.98,-0.0221,7.786,7.786,7.786,7.786,0.0084,62.296,62.206,62.425,62.195,0.0014,53.98,51.95,54.13,51.17,548.87,0.0353,3718.64,3574.66,143.98,1260.02,1586.08,-326.06,23.19
6,4,2015,8659.9,8615.8,8667.55,8573.75,151380,0.0086,14.5725,13.665,15.0525,13.595,0.0664,7.721,7.721,7.721,7.721,-0.0022,62.207,61.93,62.24,61.93,0.004,52.14,49.47,52.24,49.47,325.28,0.0611,4437.97,3501.16,936.81,1666.97,1837,-170.03,23.18
1,4,2015,8586.25,8483.7,8603.4,8464.75,129450,0.0112,13.665,14.4925,14.6825,13.565,-0.0571,7.7295,7.7295,7.7295,7.7295,-0.0026,62.142,62.291,62.402,62.135,-0.0024,50.09,47.55,50.45,47.05,451.1,0.0523,3928.44,3718.57,209.87,1558.08,1360.83,197.25,22.95
31,3,2015,8491,8527.6,8550.45,8454.15,172360,-0.0002,14.4925,14.2625,14.74,13.855,0.0161,7.738,7.738,7.738,7.738,-0.003,62.291,62.514,62.68,62.276,-0.0035,47.6,48.73,48.73,47.28,365.75,-0.0222,5347.88,4991.81,356.07,2256.09,1972.38,283.71,22.70
30,3,2015,8492.3,8390.95,8504.55,8380.75,138880,0.0181,14.2625,14.5,15.19,14.1075,-0.0164,7.761,7.761,7.761,7.761,-0.0019,62.51,62.534,62.7,62.438,-0.0002,48.68,48.57,49.16,47.61,355.87,-0.0039,3764.6,4004.94,-240.34,1971.84,1320.17,651.67,22.70
27,3,2015,8341.4,8396,8413.2,8269.15,198980,-0.0001,14.5,15.1625,15.4025,14.37,-0.0437,7.776,7.776,7.776,7.776,-0.0027,62.523,62.84,62.851,62.395,-0.005,48.87,51.01,51.38,48.21,384.09,-0.0498,4924.06,5244.58,-320.52,2500.19,1825.43,674.76,22.30
26,3,2015,8342.15,8474.95,8499.45,8325.35,288760,-0.0221,15.1625,13.1425,15.6075,12.5175,0.1537,7.797,7.797,7.797,7.797,0.0032,62.836,62.43,62.843,62.43,0.0068,51.43,49.02,52.48,48.73,515.28,0.0451,7733.39,8254.62,-521.23,4287.68,3600.59,687.09,22.36
25,3,2015,8530.8,8568.9,8573.75,8516.55,165950,-0.0014,13.1425,13.6725,13.9475,12.36,-0.0388,7.772,7.772,7.772,7.772,0.0028,62.412,62.344,62.454,62.262,0.001,49.21,47.72,49.46,47,398.8,0.0358,6910.27,6097.08,813.19,2029.46,1932.94,96.52,22.87
24,3,2015,8542.95,8537.05,8627.75,8535.85,161460,-0.0009,13.6725,14.27,14.49,12.4525,-0.0419,7.75,7.75,7.75,7.75,-0.0008,62.348,62.21,62.421,62.14,0.0019,47.51,47.46,48.56,46.67,309.55,0.0013,4647.75,3909.89,737.86,1858.13,2489.8,-631.67,22.90
23,3,2015,8550.9,8591.55,8608.35,8540.55,155430,-0.0023,14.27,14.26,14.58,12.435,0.0007,7.756,7.756,7.756,7.756,0.0013,62.23,62.415,62.415,62.23,-0.0029,47.45,46.41,47.61,45.33,292.42,0.0378,3074.37,2656.96,417.41,2004.04,1600.13,403.91,22.92
20,3,2015,8570.9,8627.9,8627.9,8553,179980,-0.0074,14.26,15.1975,15.36,13.0825,-0.0617,7.746,7.746,7.746,7.746,-0.0013,62.41,62.525,62.595,62.41,-0.0013,45.72,43.99,46.53,43.31,22.46,0.04,7550.83,7196.24,354.59,1577.79,1796.99,-219.2,22.98
19,3,2015,8634.65,8749.45,8788.2,8614.65,168630,-0.0059,15.1975,15.5125,15.5125,12.89,-0.0203,7.756,7.756,7.756,7.756,-0.0046,62.49,62.39,62.685,62.37,-0.0034,43.96,44.6,44.71,42.75,106.91,-0.0157,5954.65,4525.93,1428.72,1658.13,1604.67,53.46,23.15
18,3,2015,8685.9,8742.9,8747.25,8664,161150,-0.0043,15.5125,15.1275,15.7025,13.7225,0.0255,7.792,7.792,7.792,7.792,0.0013,62.701,62.651,62.79,62.62,0.0012,44.66,42.51,45.34,42.03,220.64,0.0276,3985.72,4443.15,-457.43,1504.07,2387.06,-882.99,23.29
17,3,2015,8723.3,8689.1,8742.55,8630.8,182500,0.0104,15.1275,15.1775,15.4625,13.43,-0.0033,7.782,7.782,7.782,7.782,-0.0028,62.623,62.778,62.85,62.608,-0.0025,43.46,43.84,44.2,42.41,346.31,-0.0096,5123.12,4857.6,265.52,1370.51,1614.2,-243.69,23.39
16,3,2015,8633.15,8656.75,8663.55,8612,168440,-0.0017,15.1775,14.965,15.37,14.3275,0.0142,7.804,7.804,7.804,7.804,0.001,62.78,63.087,63.138,62.763,-0.0048,43.88,44.81,45,42.85,367.6,-0.0214,4582.91,5345.46,-762.55,1469.32,1310.67,158.65,23.14
13,3,2015,8647.75,8844.05,8849.75,8631.75,184670,-0.0146,14.965,14.75,15.235,13.45,0.0146,7.796,7.796,7.796,7.796,0.0096,63.083,62.559,63.126,62.433,0.0087,44.84,46.93,47.28,44.75,395.72,-0.047,4841.32,4774.34,66.98,1726.25,1797.8,-71.55,23.18
12,3,2015,8776,8740.65,8787.2,8732.9,179340,0.0087,14.75,15.13,15.13,13.7825,-0.0251,7.722,7.722,7.722,7.722,-0.0048,62.542,62.777,62.796,62.408,-0.0038,47.05,48.44,48.76,46.86,358.38,-0.0233,5428.9,4695.81,733.09,1643.94,2025.88,-381.94,23.53
11,3,2015,8699.95,8728.75,8755.6,8682.35,178050,-0.0014,15.13,15.5325,15.61,14.245,-0.0259,7.759,7.759,7.759,7.759,0.0015,62.781,62.723,62.88,62.7,0.001,48.17,48.77,49.05,47.33,404.59,-0.0025,4343.92,4788.57,-444.65,1697.31,2036.27,-338.96,23.32
10,3,2015,8712.05,8769.75,8778,8677.35,168920,-0.0051,15.5325,15.8125,16.15,14.955,-0.0177,7.747,7.747,7.747,7.747,0.0009,62.72,62.641,62.836,62.563,0.0014,48.29,50.08,50.36,48.2,395.76,-0.0342,4292.22,5040.35,-748.13,1872.98,1582.5,290.48,23.36
