Chg,VIXPrice,VIXOpen,VIXHigh,VIXLow,VIXChg,GSECPrice,GSECOpen,GSECHigh,GSECLow,GSECChg,FXPrice,FXOpen,FXHigh,FXLow,FXChg,OilPrice,OilOpen,OilHigh,OilLow,OilChg,FII_BUY,FII_SELL,DII_BUY,DII_SELL,Nifty_PE
0.0032,16.85,17.43,17.43,16.6925,-0.0333,6.66,6.697,6.697,6.651,-0.0015,71.5,71.248,71.605,71.22,0.0037,52.81,53.51,53.79,52.39,-0.0146,6473.7,6037.68,4104.19,3174.8,26.4
0.0063,17.43,17.14,17.9625,17.0625,0.0169,6.67,6.737,6.739,6.67,-0.0085,71.237,70.894,71.249,70.74,0.0044,53.59,54.9,54.9,52.77,-0.0203,4916.46,4020.83,3562.06,3987.21,26.2
-0.007,17.14,17.2275,18.28,15.7775,-0.0051,6.727,6.703,6.731,6.698,0.0072,70.924,70.816,71.091,70.799,-9.00E-04,54.7,53.88,54.93,53.64,0.0215,5721.61,4971.87,3607.44,4310.46,26.11
0.0168,17.2275,17.155,17.54,15.7275,0.0042,6.679,6.662,6.684,6.66,0.0036,70.99,70.96,71.165,70.96,-0.0018,53.55,52.69,53.97,51.38,0.0183,4763.46,5026.57,4043.14,3540.47,25.95
-0.0043,17.155,17.83,18.3275,16.335,-0.0379,6.655,6.659,6.666,6.636,-0.0021,71.12,71.18,71.23,70.945,-0.0014,52.59,52.57,53.74,52.31,-8.00E-04,5513.36,5998.6,3771.36,2815.1,26.13
-0.0123,17.83,17.58,18.4275,16.9925,0.0142,6.669,6.693,6.693,6.66,-0.0016,70.975,70.959,71.106,70.913,0.0021,52.75,52.69,54.06,52.59,-0.0011,3023.15,3517.36,4191.17,3286.35,25.64
-0.004,17.58,17.7025,17.945,16.3475,-0.0069,6.68,6.6,6.684,6.582,0.0112,70.825,70.81,71.04,70.765,-0.0029,52.81,52.29,53.35,52.04,0.0069,4862.69,5545.62,3757.64,3151.36,25.75
-0.01,17.7025,16.7575,18.045,16.4175,0.0564,6.606,6.609,6.62,6.599,-0.0077,71.03,71.21,71.37,70.865,-0.0017,52.45,52.47,52.91,50.99,-0.0036,4762.86,5573.58,3600.32,2737.78,26.07
-0.0033,16.7575,15.8725,18.2175,14.9475,0.0558,6.657,6.68,6.702,6.652,-0.0057,71.11,70.655,71.17,70.655,0.0066,53.62,54.28,54.84,53.05,-0.0083,5462.42,6760.98,5177.01,3673.99,26.17
-0.0051,15.8725,16.115,16.51,15.8,-0.015,6.695,6.706,6.71,6.681,-0.0051,70.645,70.425,70.885,70.358,0.0019,54.07,56.54,56.57,53.98,-0.0329,5662.31,6131.71,5315,4810.31,26.44
0.0115,16.115,16.3425,16.8175,15.9275,-0.0139,6.729,6.774,6.774,6.708,0.0028,70.509,70.951,70.98,70.364,-0.0064,55.91,56.51,56.76,54.75,-0.0089,3941.44,4155.04,3428.17,2969.49,26.52
-0.0128,16.3425,16.17,17.01,13.64,0.0107,6.71,6.762,6.771,6.697,-0.0065,70.964,71.035,71.036,70.837,-3.00E-04,56.41,56.69,56.84,55.41,-0.0014,9934.75,9197.58,7486.66,7147.38,26.22
-0.001,16.17,16.7325,17.415,14.1025,-0.0336,6.754,6.774,6.777,6.744,-0.0031,70.988,70.976,71.154,70.947,2.00E-04,56.49,56.7,57.02,55.55,-0.014,6997.31,7339.71,3888.78,4651.26,25.92
0.0289,16.7325,16.7925,18.5325,15.8975,-0.0036,6.775,6.741,6.782,6.733,0.0053,70.971,70.796,71.066,70.736,0.0024,57.29,58.44,58.49,56.69,-0.023,5340.81,6169.3,5150.44,4677.63,28.49
0.0532,16.7925,15.4,17.64,14.21,0.0904,6.739,6.767,6.801,6.73,-0.0063,70.799,71.023,71.053,70.779,-0.0039,58.64,59.25,59.39,57.37,0.0095,11057.79,8373.74,10074.6,9782.65,28.52
-0.0125,15.4,15.55,17.045,13.8275,-0.0096,6.782,6.587,6.874,6.552,0.0223,71.075,71.205,71.205,70.685,-0.0042,58.09,58.65,59.1,57.79,-7.00E-04,17032.28,16996.5,11174.91,8173.59,27.72
0.0021,15.55,15.3525,15.965,14.1775,0.0129,6.634,6.611,6.642,6.573,0.0026,71.375,71.345,71.385,71.05,0.0032,58.13,58.2,59.54,58.01,3.00E-04,2510.71,3403.23,3092.89,2447.17,26.32
-0.0169,15.3525,16.0175,16.1875,13.905,-0.0415,6.617,6.66,6.68,6.602,-0.0165,71.145,71.515,71.53,71.145,-0.0048,58.11,58.81,59.43,57.67,-0.0207,2814.12,3773.21,2879.19,2098.74,26.66
-0.0065,16.0175,14.9525,16.3075,13.2775,0.0712,6.728,6.728,6.737,6.7,0.0027,71.49,71.827,71.99,71.366,-0.0013,59.34,61.96,62.59,58.46,-0.0566,4271.41,5079.7,3141.11,3055.35,26.6
0.0085,14.9525,14.12,15.3075,14.1175,0.059,6.71,6.723,6.746,6.683,0.0119,71.58,71.69,71.69,71.41,0.0084,62.9,61.48,63.38,58.77,0.1468,4067.62,4818.88,2501.95,2193.39,27.06
-0.0048,14.12,14.9,15.195,13.8875,-0.0523,6.631,6.666,6.674,6.607,-0.0041,70.985,70.972,71.16,70.847,3.00E-04,54.85,55.15,55.68,54.44,-0.0044,3141.44,3546.89,2977.32,2767.76,27.23
0.003,14.9,15.3725,15.3725,14.6075,-0.0307,6.658,6.669,6.705,6.631,-0.0024,70.967,71.588,71.588,70.917,-0.0085,55.09,55.93,56.34,54,-0.0118,4524.38,3740.83,2786.99,2913.81,27
0.0052,15.3725,15.8525,15.8525,14.6475,-0.0303,6.674,6.606,6.675,6.595,0.0158,71.577,71.877,71.897,71.514,-0.0041,55.75,57.89,58.3,55.61,-0.0287,5406.02,5139.13,4444.73,3312.31,27.13
0.0091,15.8525,16.275,16.6425,13.665,-0.026,6.57,6.606,6.606,6.563,-0.0041,71.778,71.728,71.787,71.504,0.0019,57.85,56.8,58.16,56.58,0.0235,2828.35,3016.43,3104.19,2417.72,27.05
3.00E-04,16.275,17.2725,17.2725,15.885,-0.0578,6.597,6.595,6.603,6.574,0.004,71.645,71.887,71.928,71.605,-0.0039,56.52,56.19,56.95,54.83,0.0039,3317.21,4274.26,3300.64,2093.44,26.91
0.0043,17.2725,17.235,17.7025,16.0575,0.0022,6.571,6.597,6.597,6.555,0.004,71.928,71.986,72.011,71.797,-8.00E-04,56.3,55.95,57.76,55.75,7.00E-04,3637.65,4198.82,3029.92,2330.61,26.67
-0.0204,17.235,18.055,18.31,17.1275,-0.0454,6.545,6.502,6.547,6.499,0.0045,71.989,72.2,72.315,71.944,-0.0025,56.26,53.92,56.58,53.84,0.043,3759.82,5498.31,3623.64,2319.06,26.61
0.0068,18.055,16.2825,18.27,16.2825,0.1089,6.516,6.498,6.529,6.488,-0.0061,72.17,71.96,72.412,71.96,0.0028,53.94,55,55.24,52.84,-0.0132,3515.3,5531.5,3472.6,2221.25,26.54
-0.0089,16.2825,16.425,17.375,15.19,-0.0087,6.556,6.562,6.582,6.553,0.002,71.453,71.772,71.817,71.357,-0.0033,55.1,56.63,56.72,54.55,-0.0284,7343.93,6180.98,4580.74,3078.47,27.27
-0.0053,16.425,16.835,17.445,13.8725,-0.0244,6.543,6.571,6.624,6.537,-0.0032,71.69,71.913,72.1,71.624,-0.0019,56.71,55.88,56.89,55.43,0.0167,3870.93,4857.51,5291.34,4802.11,27.09
0.0043,16.835,16.01,17.375,14.12,0.0515,6.564,6.518,6.576,6.501,0.0066,71.829,71.564,71.904,71.492,0.004,55.78,55.71,56.75,55.34,0.0155,3761.05,4696.32,3166.1,2806.78,27.33
0.0211,16.01,16.655,16.8325,14.42,-0.0387,6.521,6.393,6.53,6.391,0.0076,71.543,72.03,72.03,71.383,-0.0067,54.93,53.76,55.72,53.69,0.024,13433.32,14357.26,5888.07,4725.42,27.47
0.0082,16.655,17.3475,19.145,13.7,-0.0399,6.472,6.501,6.526,6.472,-0.014,72.025,71.92,72.26,71.863,0.0072,53.64,53.25,55.26,52.96,-0.0098,4084.78,4837.68,4729.02,3456.73,27.36
-0.0162,17.3475,17.8525,18.2625,13.7025,-0.0283,6.564,6.567,6.578,6.551,0.0015,71.513,71.96,72.061,71.513,-0.0058,54.17,55.35,55.6,53.24,-0.0213,4365.18,6102.38,4150.62,2602.13,26.79
-0.0089,17.8525,17.0225,18.1225,14.4925,0.0488,6.554,6.585,6.586,6.531,-9.00E-04,71.93,71.6,72.004,71.6,0.0069,55.35,55.94,56.46,54.85,-0.0059,5345.72,6248.71,4967.25,3248.18,26.57
-0.0033,17.0225,16.6325,17.3275,14,0.0234,6.56,6.583,6.583,6.534,-0.0027,71.439,71.562,71.623,71.353,-0.0015,55.68,56.05,57.13,55.55,-0.0117,3833.65,4604.46,3475.42,3121.45,27.01
6.00E-04,16.6325,16.7475,17.095,15.105,-0.0069,6.578,6.584,6.627,6.572,-5.00E-04,71.549,71.523,71.827,71.523,0.0014,56.34,56.1,56.6,55.28,0.0023,5626.28,5253.05,2814.78,2518.37,27.26
0.0017,16.7475,16.6475,17.025,14.71,0.006,6.581,6.553,6.596,6.549,0.007,71.451,71.213,71.5,71.063,0.0042,56.21,54.96,56.41,54.84,0.0244,3227.61,3533.35,2336.2,1949.97,27.35
0.0095,16.6475,16.3575,17.4275,15.9925,0.0177,6.535,6.584,6.596,6.527,-0.0128,71.155,71.365,71.492,71.045,-0.0091,54.87,54.74,55.67,54.26,0.0073,5789.77,7129.04,3201.58,2143.3,27.33
-0.0165,16.3575,17.7775,17.7775,16.11,-0.0799,6.62,6.541,6.639,6.523,0.0156,71.275,70.995,71.365,70.845,-0.002,55.23,56.74,56.85,53.97,-0.0327,6859.68,5245.05,4385.7,2765.88,27.24
0.007,17.7775,15.845,18.005,15.1175,0.122,6.518,6.503,6.538,6.496,0.0037,71.418,71.132,71.493,71.032,0.0019,57.1,54.73,57.47,54.21,0.0395,5741.91,6380.19,4796.22,4594.69,27.03
0.0163,15.845,16.0925,16.1625,15.0275,-0.0154,6.494,6.404,6.523,6.399,0.0144,70.924,70.443,70.924,70.443,0.0072,54.5,52.88,54.92,52.37,0.0373,4734.7,4530.97,4568.72,3961.8,27.41
-0.0085,16.0925,16.74,16.74,15.515,-0.0387,6.402,6.381,6.404,6.364,0.0052,70.42,71.17,71.17,70.42,-0.0102,52.54,52.33,53.06,51.94,0.0284,5428.61,5866,4192.61,3901.32,27.2
0.0079,16.74,16.12,16.9125,15.7375,0.0385,6.369,6.314,6.398,6.296,0.0049,71.145,70.965,71.195,70.604,0.0015,51.09,53.42,53.77,50.52,-0.0474,5240.25,5623.91,3990.96,3459.4,26.74
-0.0123,16.12,16.585,16.785,15.5925,-0.028,6.338,6.361,6.381,6.325,-0.0081,71.04,70.81,71.04,70.47,0.0031,53.63,54.95,55.42,53.29,-0.0194,5109.85,7217.78,5481.75,3192.7,26.97
0.0016,16.585,15.1875,17.82,15.1875,0.092,6.39,6.367,6.423,6.361,0.006,70.821,70.117,70.839,70.117,0.0161,54.69,55.38,55.61,54.22,-0.0174,4778.51,6795.24,4950.94,3079.67,26.76
-0.0124,15.1875,14.5575,16.1575,14.435,0.0433,6.352,6.333,6.361,6.324,-0.0111,69.7,69.23,69.7,69.21,0.0099,55.66,54.54,56.05,54.15,0.0317,4792.82,7680.88,5646.16,2833.5,27.09
0.0029,14.5575,13.59,15.28,13.2725,0.0712,6.423,6.394,6.432,6.384,0.0085,69.017,69.267,69.267,69.002,0.0021,53.95,57.85,57.99,53.59,-0.079,5161.29,6217.84,4591.19,4029.91,27.05
-0.0093,13.59,13.6125,14.545,13.415,-0.0017,6.369,6.403,6.403,6.359,-0.0028,68.875,68.853,68.96,68.761,2.00E-04,58.58,58.34,58.82,57.81,0.0091,5935.22,7432.29,6486.11,4006.73,27.42
-0.0084,13.6125,13.0625,13.8675,12.5,0.0421,6.387,6.416,6.437,6.379,-0.0039,68.862,68.766,68.903,68.663,0.0016,58.05,57.07,58.47,56.96,0.0207,4523.09,5167.68,5423.73,4344.01,27.34
0.0029,13.0625,12.1325,13.5325,12.0375,0.0767,6.412,6.452,6.46,6.412,-0.0173,68.755,68.9,68.965,68.705,-0.0018,56.87,56.2,57.1,55.81,0.0119,3439.74,4144.16,4643.99,3292.35,27.6
-0.0017,12.1325,12.635,13.31,11.9225,-0.0398,6.525,6.538,6.556,6.506,0.0017,68.88,69.151,69.151,68.816,-0.0023,56.2,55.93,56.57,55.68,0.0032,3275.78,4779.04,3845.28,1927.76,27.73
-0.0053,12.635,12.76,13.55,11.9975,-0.0098,6.514,6.441,6.551,6.422,0.0118,69.041,68.992,69.078,68.885,9.00E-04,56.02,55.9,56.99,55.81,0.0025,6135.47,6262.12,5579.11,5180.58,27.57
-0.0013,12.76,13.4275,14.4825,11.85,-0.0497,6.438,6.476,6.479,6.425,-0.004,68.98,69.02,69.109,68.921,-8.00E-04,55.88,57.23,57.64,55.33,-0.0157,4130.62,5524.33,5419,3278.74,27.62
-0.0064,13.4275,13.01,13.78,11.59,0.0321,6.464,6.452,6.477,6.408,0.0072,69.033,68.944,69.059,68.903,0.0015,56.77,56.17,57.47,55.74,0.0098,4226.12,6834.09,5611.42,2986.32,27.77
-0.0153,13.01,12.515,13.4025,11.5625,0.0396,6.418,6.424,6.453,6.406,0.009,68.93,68.955,69.07,68.88,0.001,56.22,56.22,56.84,55.72,0.0106,3415.71,5332.62,4665.5,2835.6,27.81
-0.0078,12.515,11.75,12.675,10.5925,0.0651,6.361,6.383,6.385,6.348,-0.0041,68.86,68.81,68.955,68.722,1.00E-04,55.63,55.72,56.36,54.99,0.006,4791.13,5741.28,3906.06,3172.14,27.92
0.0021,11.75,11.8,11.9825,9.2225,-0.0042,6.387,6.31,6.402,6.31,0.0066,68.855,68.773,69.005,68.718,1.00E-04,55.3,56.6,57.32,54.72,-0.0261,4104.11,5508.97,3546.87,3217.82,28.35
0.0064,11.8,11.56,11.91,9.1625,0.0208,6.345,6.281,6.413,6.266,0.0022,68.846,68.688,68.904,68.64,0.0029,56.78,57.52,58.36,56.21,-0.0146,3813.78,3830.75,3102.24,2893.36,28.58
0.0031,11.56,12.02,12.02,11.0625,-0.0383,6.331,6.413,6.413,6.317,-0.0159,68.65,68.54,68.77,68.521,0.0015,57.62,59.26,60.06,57.07,-0.0329,3709.45,4154.44,3520.83,2883.12,28.51
-0.0026,12.02,11.9975,12.5175,10.6425,0.0019,6.433,6.459,6.467,6.43,-0.0085,68.545,68.535,68.615,68.477,-2.00E-04,59.58,60.25,60.92,59.2,-0.0105,3606.61,3823.05,3171.74,2580.02,28.33
0.0073,11.9975,12.47,12.55,11.55,-0.0379,6.488,6.528,6.541,6.457,-8.00E-04,68.56,68.46,68.695,68.433,0.0022,60.21,60.46,60.74,59.93,2.00E-04,4810.46,5660.57,4066.91,3126.79,28.33
-0.0049,12.47,13.635,13.635,12.1775,-0.0854,6.493,6.558,6.562,6.487,-0.0076,68.41,68.414,68.495,68.28,-1.00E-04,60.2,60.44,60.94,60.14,-0.0038,3177.83,3494.69,3593.95,2874.21,28.4
-2.00E-04,13.635,13.6875,13.9625,12.395,-0.0038,6.543,6.588,6.61,6.516,-0.0068,68.419,68.62,68.695,68.318,-0.0021,60.43,58.4,60.53,58.35,0.045,3853.73,4458.67,3499.57,2832.17,28.2
-0.0214,13.6875,13.8525,14.22,13.3525,-0.0119,6.588,6.555,6.61,6.555,0.004,68.565,68.665,68.858,68.513,0,57.83,57.56,59.1,57.29,0.0029,4334.19,5008.45,4545.33,3834.42,28.41
-0.0114,13.8525,13.065,14.0425,12.1075,0.0603,6.562,6.713,6.713,6.562,-0.0199,68.566,68.582,68.767,68.497,0.0017,57.66,57.77,58.46,57.3,0.0026,3625.47,4027.46,4054.9,3733.77,28.42
0.0025,13.065,13.53,13.965,12.665,-0.0344,6.695,6.755,6.766,6.576,-0.0083,68.45,68.539,68.785,68.385,-0.0011,57.51,57.38,57.82,56.29,0.0125,3628.39,3717.77,4178.9,3903.27,29.04
5.00E-04,13.53,13.695,13.695,13.0125,-0.012,6.751,6.837,6.849,6.751,-0.012,68.527,68.817,68.914,68.489,-0.004,56.8,57.41,57.57,56.48,-0.0094,3037.7,3066.65,2811.26,2752.67,29.37
0.0038,13.695,14.25,14.32,13.52,-0.0389,6.833,6.809,6.835,6.804,-0.0019,68.8,68.885,68.963,68.795,-0.0013,57.34,56.49,57.48,56.04,0.0194,3330.86,3721.04,2777.45,2489.88,29.3
0.0065,14.25,14.6025,14.8325,14.025,-0.0241,6.846,6.86,6.876,6.829,-0.0052,68.89,68.924,69.075,68.87,1.00E-04,56.25,59.14,59.43,56.09,-0.0481,4093.74,4605.74,1871.9,1730.81,29.28
-0.0045,14.6025,14.9525,15.02,14.4725,-0.0234,6.882,6.906,6.93,6.882,4.00E-04,68.885,68.944,69.09,68.83,-9.00E-04,59.09,59.27,60.28,58.34,0.0106,3247.54,2821.01,2328.04,2379.03,29.17
-5.00E-04,14.9525,14.645,15.0725,13.995,0.021,6.879,6.888,6.9,6.87,-0.0026,68.95,69.048,69.125,68.866,-0.002,58.47,59.22,59.8,57.75,-0.0162,5175.39,5689.3,3052.36,2869.96,28.98
0.0043,14.645,14.75,14.8875,13.6475,-0.0071,6.897,6.957,6.957,6.88,-0.0052,69.088,69.21,69.353,69.03,-0.0023,59.43,59.27,59.73,58.61,8.00E-04,6970.7,6971.41,6974.82,6778.25,29.07
0.0083,14.75,15.01,15.195,14.39,-0.0173,6.933,6.917,6.942,6.917,0.0074,69.245,69.32,69.518,69.11,-0.0013,59.38,58.84,59.93,58.65,0.0268,4267.33,4161.07,3267.69,3319.16,29.09
-0.0021,15.01,15.2225,15.585,14.9275,-0.014,6.882,6.838,6.896,6.837,0.0045,69.334,69.266,69.439,69.238,9.00E-04,57.83,57.74,58.84,57.2,-0.0012,4896.25,3738.38,3154.5,2777.28,29.17
-0.0091,15.2225,14.61,15.665,11.855,0.0419,6.851,6.84,6.883,6.811,-0.0015,69.273,69.629,69.63,69.264,-0.0049,57.9,57.72,58.22,56.75,0.0082,3385.39,3178.06,3141.51,2157.08,28.93
0.012,14.61,14,14.8325,10.6025,0.0436,6.861,6.825,6.893,6.825,0.0103,69.615,69.755,69.76,69.504,0.0014,57.43,57.26,57.98,56.66,0.0138,11105.04,11835.62,3327.06,2881.31,28.99
0,14,14.73,15.1875,12.835,-0.0496,6.791,6.769,6.791,6.734,-0.0073,69.52,69.49,69.675,69.334,-0.0019,56.65,54.12,57.02,54.11,0.0538,4463.92,4902.33,3455.56,2214.33,29.26
0.0017,14.73,14.6,15.3,10.79,0.0089,6.841,6.831,6.849,6.817,0.0048,69.65,69.55,69.808,69.5,6.00E-04,53.76,54.09,54.42,53.28,-0.0026,4603.56,4700.61,2770.2,2875.11,28.91
-0.0128,14.6,14.65,14.97,11.7375,-0.0034,6.808,6.912,6.92,6.808,-0.0177,69.61,69.868,69.891,69.609,-0.0034,53.9,51.95,54.31,51.5,0.0379,4653.19,4621.46,2855.89,2674.86,28.91
-0.0076,14.65,13.895,14.96,13.52,0.0543,6.931,6.933,6.947,6.915,0.0017,69.85,69.81,69.982,69.74,2.00E-04,51.93,52.5,52.74,51.58,-0.011,4718.81,5050.08,4073.89,2816.03,28.87
7.00E-04,13.895,13.66,14.1175,12.6425,0.0172,6.919,6.993,6.997,6.914,-0.0128,69.833,69.566,69.865,69.53,0.0044,52.51,52.18,52.98,51.7,0.0044,5163.62,5402.26,2169.48,1793.01,29.24
-0.005,13.66,14.1225,14.2925,13.2775,-0.0327,7.009,6.989,7.028,6.965,-4.00E-04,69.53,69.379,69.58,69.314,0.0022,52.28,51.07,53.45,50.92,0.0223,5023.52,4851.17,2241.17,2686.04,29.46
0.0036,14.1225,14.49,14.71,13.31,-0.0254,7.012,7.022,7.025,6.995,-0.0036,69.375,69.414,69.455,69.257,-1.00E-04,51.14,53.04,53.05,50.72,-0.04,3545.92,4596.35,2216.85,1945.7,29.45
0.0044,14.49,14.975,14.975,13.48,-0.0324,7.037,7.083,7.097,7.036,-0.0057,69.385,69.534,69.534,69.342,-0.0022,53.27,53.43,54.04,52.91,2.00E-04,4317.71,4221.92,2224.14,2375.15,29.59
0.0023,14.975,14.8575,15.4525,13.4475,0.0079,7.077,6.984,7.087,6.983,0.0148,69.535,69.375,69.685,69.375,0.0026,53.26,54.24,54.84,53.05,-0.0135,3738.65,3522.45,2245.43,2074.81,29.49
-0.0148,14.8575,15.525,15.73,13.6275,-0.043,6.974,6.951,6.984,6.948,0.0062,69.355,69.146,69.551,69.114,0.0027,53.99,53.1,54.32,52.62,0.0266,3031.66,3510.5,2489.85,2310.06,29.36
-0.0055,15.525,15.6275,15.925,13.975,-0.0066,6.931,7.012,7.012,6.876,-0.013,69.165,69.405,69.46,69.165,-0.0032,52.59,51.66,53.3,51.17,0.0176,6977.43,8426.42,4050.97,4701.81,29.29
0.0139,15.6275,15.9675,15.9675,14.6675,-0.0213,7.022,6.979,7.024,6.977,0.0057,69.291,69.068,69.343,69.033,0.0017,53.48,52.89,53.78,52.43,0.0043,4921.33,5337.41,2338.9,2694.32,29.73
-0.0019,15.9675,16.0675,16.2325,14.075,-0.0062,6.982,6.949,7.001,6.941,-0.0071,69.171,69.618,69.622,69.128,-0.0059,53.25,53.42,54.63,52.11,-0.0047,7752.61,4683.73,2587.64,3050.33,29.9
0.0071,16.0675,15.61,16.7875,14.19,0.0293,7.032,7.075,7.077,7.03,-0.0142,69.58,69.839,69.927,69.58,-0.0035,53.5,56.46,56.61,53.05,-0.0546,9474.09,8797.94,3815.19,3421.1,29.49
-0.0057,15.61,16.4075,16.4075,14.8525,-0.0486,7.133,7.135,7.139,7.127,0.0011,69.825,69.835,69.935,69.703,-3.00E-04,56.59,59.12,59.7,56.33,-0.0377,7162.17,5497.43,4145.83,5268.43,29.65
3.00E-04,16.4075,15.9225,16.5075,14.4775,0.0305,7.125,7.127,7.143,7.116,-0.0034,69.845,69.587,70.003,69.579,0.0034,58.81,59.07,59.14,56.88,-0.0056,4520.66,4824.93,2907.56,3097.14,29.44
0.0068,15.9225,16.19,16.54,15.38,-0.0165,7.149,7.177,7.179,7.135,-0.0025,69.61,69.516,69.755,69.516,0.0015,59.14,58.94,59.57,58.13,-3.00E-04,18471.16,18972.27,4088.07,3818.85,29.69
0.016,16.19,16.4675,17.335,13.48,-0.0169,7.167,7.226,7.228,7.162,-0.0082,69.504,69.412,69.633,69.362,0.0018,59.16,58.77,59.26,58.14,0.0066,4732.4,3517.04,3740.3,4068.16,29.68
-0.0069,16.4675,19.405,19.405,14.4925,-0.1514,7.226,7.22,7.239,7.203,-0.0018,69.38,69.699,69.811,69.377,-0.0041,58.63,58.21,59.1,57.5,0.0124,8059.76,6033.43,3839.67,4035.02,29.44
0.0025,19.405,27.6325,27.6325,18.9575,-0.2977,7.239,7.232,7.244,7.191,-0.0029,69.665,69.666,70.065,69.375,2.00E-04,57.91,61.31,61.41,57.33,-0.0571,8339.24,6987.04,6775.56,7369.1,29.02
-0.0101,27.6325,25.6525,30.1825,19.04,0.0772,7.26,7.302,7.308,7.26,-0.0059,69.65,69.668,69.811,69.614,1.00E-04,61.42,62.95,63,61.03,-0.0249,4685.54,5650.56,3579.28,3737.03,29.22
0.0369,25.6525,23.675,28.1025,20.2425,0.0835,7.303,7.293,7.312,7.286,0.0023,69.645,69.817,69.825,69.62,5.00E-04,62.99,63.22,63.6,62.75,-0.0017,6587.6,5402.16,3332.26,4422.58,29.18
0.0133,23.675,28.075,28.075,19.76,-0.1567,7.286,7.287,7.309,7.275,-0.0103,69.609,69.405,69.778,69.373,-0.0095,63.1,62.93,63.81,62.45,0.0054,7610.68,5876.23,5129.52,5672.23,29.48
0.009,28.075,28.37,29.2325,25.4975,-0.0104,7.362,7.397,7.397,7.36,-0.002,70.28,70.22,70.288,70.067,0.0021,62.76,63.12,63.64,62.52,-0.0017,4296.73,5354.55,4699.59,2889.83,28.44
-0.0058,28.37,28.6575,29.3275,23.7825,-0.01,7.377,7.394,7.402,7.375,-3.00E-04,70.13,70.219,70.342,69.966,-0.0017,62.87,62.12,63.48,62.08,0.0137,3526.95,4480.18,3504.19,2556.19,28.07
0.0066,28.6575,27.1325,29.0825,23.18,0.0562,7.379,7.379,7.384,7.36,1.00E-04,70.249,70.322,70.442,70.174,-0.0012,62.02,61.37,62.34,60.85,0.0039,4275.63,5418.07,3675.01,3003.24,27.82
-0.0116,27.1325,27.3825,27.76,22.39,-0.0091,7.378,7.388,7.388,7.348,-0.0014,70.332,70.596,70.616,70.252,-0.0034,61.78,60.86,62.11,60.69,0.0121,4696.49,6708.34,5086.56,2843.65,27.98
-0.002,27.3825,26.335,28.0625,23.7125,0.0398,7.388,7.418,7.419,7.385,-0.0034,70.57,70.015,70.651,69.984,0.0079,61.04,61.65,63.33,60.64,-0.0101,2972.22,4028.23,3847.54,2789.63,27.8
-0.0051,26.335,25.485,26.525,24.535,0.0334,7.413,7.407,7.426,7.403,0.0022,70.015,70.091,70.114,69.756,-0.0026,61.66,61.64,62.49,61.42,-6.00E-04,3449.3,4694.44,3812.31,2754.89,28.14
-0.012,25.485,26.365,26.495,23.485,-0.0334,7.397,7.387,7.4,7.371,0.003,70.2,69.719,70.276,69.719,0.0069,61.7,62.02,62.21,60.92,-0.0068,5088.03,5743.39,3159.88,2481.97,28.24
-0.0087,26.365,26.4775,27.025,23.245,-0.0042,7.375,7.392,7.392,7.37,-9.00E-04,69.72,69.596,69.751,69.448,0.0011,62.12,61.44,62.37,61.07,0.0117,5012,5713.07,3411.5,3178.55,28.38
-0.0097,26.4775,26.4325,26.81,23.0925,0.0017,7.382,7.417,7.424,7.381,-0.0016,69.645,69.421,69.646,69.285,0.0038,61.4,62.17,62.49,60.66,-0.0137,4854.6,5499.68,3113.36,2294.52,28.73
-0.0011,26.4325,24.0325,27.835,19.74,0.0999,7.394,7.403,7.403,7.365,-4.00E-04,69.38,69.31,69.485,69.31,0.0041,62.25,61.43,62.95,60.04,0.005,3859.48,4808.46,3361.38,3271.49,28.95
-0.002,24.0325,22.9825,24.1525,21.0975,0.0457,7.397,7.372,7.401,7.369,0.0015,69.095,69.436,69.441,69.095,-0.0045,61.94,61.55,62.52,61.3,0.0021,4034.84,4435.52,3476.54,3419.47,29.24
-6.00E-04,22.9825,21.8275,23.265,21.7675,0.0529,7.386,7.411,7.411,7.386,-0.0038,69.41,69.62,69.634,69.32,-0.0019,61.81,63.61,63.68,60.95,-0.0281,5759.4,5161.86,2784.07,3575.76,29.27
0.0097,21.8275,21.7175,22.775,20.76,0.0051,7.414,7.395,7.421,7.387,8.00E-04,69.647,69.831,69.913,69.536,-0.0024,63.91,63.58,64.75,63.3,0.0065,8263.78,8149.19,4241.3,3511.28,29.33
-0.0072,21.7175,23.2325,23.9625,21.4325,-0.0652,7.408,7.436,7.446,7.405,-0.0058,69.85,70.173,70.247,69.81,-0.0046,63.3,65.13,65.18,62.28,-0.0293,4344.39,4415.12,4080.51,3159.63,29.34
0.013,23.2325,23.7125,25.535,22.7275,-0.0202,7.451,7.441,7.477,7.441,0.0036,70.17,70.01,70.335,69.92,0.003,65.21,65.81,66.28,64.9,-0.0103,10239.36,6453.63,4542.14,8612.12,29.06
-0.0016,23.7125,24.645,25.125,23.445,-0.0378,7.424,7.429,7.436,7.421,-0.0066,69.96,69.779,70,69.762,0.0027,65.89,66.17,66.43,65.66,-0.0062,5235.16,4260.28,3181.77,3838.83,29.27
-0.0135,24.645,24.05,26.3175,22.7775,0.0247,7.473,7.489,7.495,7.46,-1.00E-04,69.77,69.63,69.84,69.54,0.001,66.3,65.75,66.6,65.58,0.0091,3508.9,3746.37,2933.64,2735.29,28.94
