Chg,VIXPrice,VIXOpen,VIXHigh,VIXLow,VIXChg,GSECPrice,GSECOpen,GSECHigh,GSECLow,GSECChg,FXPrice,FXOpen,FXHigh,FXLow,FXChg,OilPrice,OilOpen,OilHigh,OilLow,OilChg,FII_BUY,FII_SELL,DII_BUY,DII_SELL,Nifty_PE
0.0058,18.9,20,20.37,18.68,-0.055,7.678,7.678,7.678,7.678,-5.00E-04,47.125,47.065,47.35,46.865,-8.00E-04,79.3,76.43,79.42,76.16,0.0358,2269.96,2095.28,1272.39,1784.58,22.75
-0.0034,20,20.38,20.38,18.82,-0.0186,7.682,7.682,7.682,7.682,0.0042,47.165,47.175,47.325,46.905,-0.0023,76.56,77.85,78.57,76.2,-0.0114,2396.89,2034.45,1106.63,1409.31,22.66
-0.0014,20.38,20.71,20.71,19.61,-0.0159,7.65,7.65,7.65,7.65,0.0039,47.275,47.085,47.435,46.925,0.0034,77.44,76.4,77.57,75.65,0.0118,1635.19,1338.12,874.15,978.41,22.53
0.0028,20.71,19.7,20.87,19.36,0.0513,7.62,7.62,7.62,7.62,-0.0022,47.115,46.605,47.13,46.605,0.0083,76.54,75.72,77.69,75.5,0.007,1886.07,1732.28,858.39,1119.69,22.61
-0.0014,19.7,19.37,20.48,19.37,-0.0238,7.637,7.637,7.637,7.637,1.00E-04,46.725,46.635,46.945,46.245,0.0024,76.01,76.82,77.15,75.25,-0.008,2803.6,2127.16,1373.89,1655.81,22.61
-0.0027,20.18,19.12,20.5,19.12,0.0055,7.636,7.636,7.636,7.636,0.0013,46.615,46.565,46.78,46.315,-0.0019,76.62,76.76,77.66,75.33,-0.0055,2590.95,2225.86,884.24,1472.7,22.54
0.0033,20.07,18.16,20.2,18.07,0.0502,7.626,7.626,7.626,7.626,4.00E-04,46.705,46.685,46.835,46.405,-0.0014,77.04,77.13,78.15,76.38,-0.0014,3481.97,2912.73,1409.91,1741.39,22.57
0.0057,19.11,20.02,20.29,19.07,-0.0402,7.623,7.623,7.623,7.623,0.0012,46.77,46.655,46.95,46.325,0.0018,77.15,75.06,77.37,74.25,0.0294,3132.49,2347.81,1382.81,2033.77,22.63
0.0105,19.91,19.96,20.42,19.75,-0.0148,7.614,7.614,7.614,7.614,-0.0052,46.685,46.575,46.885,46.345,4.00E-04,74.95,76.3,76.43,74.52,-0.015,3246.86,2245.11,1152.76,1445.81,22.56
0.0106,20.21,20.42,20.77,20.14,-0.0431,7.654,7.654,7.654,7.654,0.007,46.665,46.685,46.795,46.535,-0.0041,76.09,75.85,76.48,75,0.0086,3457.4,2353.32,1458.8,1420.08,22.42
-0.0091,21.12,20.84,21.32,20.78,-0.0448,7.601,7.601,7.601,7.601,0.0018,46.857,46.885,46.94,46.575,-0.0035,75.44,74.85,76,74.38,0.0185,2390.4,1433.34,1017.37,1287.94,22.18
0.0102,22.11,21.22,22.44,21.22,0.0579,7.587,7.587,7.587,7.587,-0.0038,47.02,46.655,47.155,46.425,0.0053,74.07,72.07,74.92,71.44,0.029,1461.96,1511.2,1037.06,902.37,21.95
-0.0027,20.9,21.91,22.37,20.76,-0.0496,7.616,7.616,7.616,7.616,4.00E-04,46.77,46.79,46.93,46.55,-1.00E-04,71.98,72.06,73.86,71.09,-0.0022,1919.42,1577.07,934.75,1018.96,22.15
-0.0115,21.9,21.37,21.91,20.78,0.0215,7.551,7.551,7.551,7.551,0.0031,46.585,46.475,46.815,46.285,0,72.14,72.67,73.38,71.62,-0.0111,1809.09,2114.32,1019.21,992.95,21.93
0.0107,21.44,21.04,22.1,20.93,0.0683,7.528,7.528,7.528,7.528,-0.0044,46.585,46.345,46.778,46.295,0.003,72.95,75.37,75.4,72.05,-0.0354,1549.36,1709.97,1153.52,1160.22,21.99
-0.0145,20.07,21.46,21.78,20.03,-0.0276,7.561,7.561,7.561,7.561,-0.0012,46.445,46.345,46.695,46.185,-9.00E-04,75.63,75.46,76.83,74.39,-0.0041,3243.49,2653.61,1422.78,1573.89,22.25
0.0122,20.64,20.11,21.3,19.96,0.0558,7.57,7.57,7.57,7.57,-0.0037,46.485,46.075,46.605,45.885,0.0061,75.94,78.15,78.32,75.21,-0.0295,1828.26,2089.41,1148.88,1263.59,22.01
-0.0097,19.55,19.94,20.84,19.55,-0.0225,7.598,7.598,7.598,7.598,-0.008,46.205,46.015,46.235,45.805,0.0028,78.25,79,79.38,77.72,-0.0077,2219.55,1426.76,1416.11,1510.99,22.34
-5.00E-04,20,20.65,20.68,19.45,-0.0035,7.659,7.659,7.659,7.659,0.0103,46.075,46.425,46.655,46.075,-0.009,78.86,76.56,79.19,75.9,0.0307,1297.86,1605.48,1185.32,1631.52,22.07
0.0012,20.07,19.97,21.61,19.34,-0.0133,7.581,7.581,7.581,7.581,-5.00E-04,46.495,46.095,46.585,45.805,0.0069,76.51,76,76.57,75.32,0.0021,4465.02,3311.06,1299.33,2193.16,22.28
-0.0069,20.34,20.86,21.86,20.28,-0.0145,7.585,7.585,7.585,7.585,0.0017,46.175,46.245,46.355,45.945,0.0028,76.35,77.52,77.83,75.17,-0.0111,1842.2,1576.87,672.34,1538.56,22.29
0.0172,20.64,20.56,21.44,19.88,0.0634,7.572,7.572,7.572,7.572,5.00E-04,46.045,45.585,46.305,45.515,0.0081,77.21,77.35,78.1,76.53,-0.0078,2546.4,1570.57,1197.17,1394.16,22.27
-0.0023,19.41,21.19,21.19,18.32,-0.0276,7.568,7.568,7.568,7.568,-5.00E-04,45.675,45.965,45.965,45.535,-0.0078,77.82,77.5,78.92,76.88,0.0083,3218.62,1654.32,953.21,1514.65,22.42
0.0079,19.96,21.36,21.36,19.41,-0.0427,7.572,7.572,7.572,7.572,-0.0063,46.035,46.075,46.285,45.925,-0.0041,77.18,76.55,77.45,75.56,0.0051,2890.3,2110.99,829.31,1329.07,22.04
0.0021,20.85,22.62,22.77,20.6,-0.0803,7.62,7.62,7.62,7.62,0.0036,46.225,46.325,46.655,46.115,-0.0037,76.79,77.45,77.79,76.17,-0.0113,2748.7,2286.1,827.7,1191.33,22.09
0.0047,22.67,21.32,22.91,20.72,0.0314,7.593,7.593,7.593,7.593,-0.0086,46.395,46.265,46.675,46.105,6.00E-04,77.67,77.06,78.13,76.06,0.0095,2531.8,1747.88,1076.65,1247.41,21.92
0.0153,21.98,22.74,23.31,21.68,-0.0423,7.659,7.659,7.659,7.659,-0.0035,46.365,46.475,46.785,46.195,-0.0028,76.94,74.77,77.16,74.62,0.0242,2375.04,1784.95,762.79,1114.25,21.87
0.008,22.95,24.93,24.93,22.89,-0.0857,7.686,7.686,7.686,7.686,0.0063,46.495,46.725,46.725,46.405,-0.006,75.12,74.06,75.99,74.04,0.0182,1956.64,1608.84,951.51,992.94,21.77
0.0157,25.1,25.42,25.68,24.79,-0.0528,7.638,7.638,7.638,7.638,0.0143,46.775,46.745,46.93,46.365,0,73.78,75.52,75.64,73.26,-0.0225,3288.77,2467.89,1212.17,1425.93,21.44
0.0026,26.5,27.86,28.05,26.49,-0.0589,7.53,7.53,7.53,7.53,0.006,46.775,46.925,47.105,46.675,-0.0051,75.48,73.87,76.3,73.72,0.0148,1937.12,1692.36,1042.73,1147.92,21.3
-0.0093,28.16,28.06,28.74,27.57,-0.0212,7.485,7.485,7.485,7.485,0.0029,47.015,46.755,47.145,46.575,0.0034,74.38,72.51,74.96,72.03,0.0332,2036.46,2292.97,1122.78,995.22,20.97
-0.0198,28.77,27.74,29.38,27.21,0.0279,7.463,7.463,7.463,7.463,-0.0036,46.855,47.035,47.155,46.835,-0.005,71.99,71.16,72.6,70.75,0.0077,1730.9,1973.81,1074.76,1033.67,20.91
0.0049,27.99,25.21,28.48,25.21,0.1323,7.49,7.49,7.49,7.49,-0.0062,47.09,46.835,47.455,46.585,0.0044,71.44,70.35,72.49,69.51,-0.001,1625.33,2028.78,795.44,997.95,21.11
0.0181,24.72,25.17,25.78,24.34,-0.0225,7.537,7.537,7.537,7.537,-0.003,46.885,46.495,46.885,46.355,0.0048,71.51,74.61,75.42,70.73,-0.0415,1962.9,1861.99,903.52,1030.13,21.5
0.01,25.29,26.02,26.51,25.29,-0.089,7.56,7.56,7.56,7.56,0.0076,46.66,46.86,46.86,46.35,-0.0069,74.61,73.7,74.95,72.32,0.024,2109.86,1703.64,1103.05,1024.04,21.4
-0.0228,27.76,28.03,29.27,27.76,-0.0454,7.503,7.503,7.503,7.503,-0.0081,46.985,47.048,47.275,46.725,-0.0036,72.86,71.94,73.93,71.68,0.0039,2220.86,2387.36,1331.64,1166.48,21.02
0.0039,29.08,26.67,29.34,26.67,0.1003,7.564,7.564,7.564,7.564,0,47.155,46.305,47.205,46.185,0.017,72.58,73.97,75.33,71.64,-0.0188,1801.93,2328.42,1220.02,1009.4,20.81
0.0127,26.43,26.57,27.6,26.4,0,7.564,7.564,7.564,7.564,0.0033,46.365,46.225,46.595,46.175,9.00E-04,73.275,74.435,75.525,72.385,-0.0133,2301.28,1714.77,902.78,976.55,21.3
0.0174,26.43,26.57,28.59,26.43,-0.0889,7.539,7.539,7.539,7.539,0.002,46.325,46.645,46.785,46.325,-0.009,73.97,74.9,75.72,73.13,-0.0078,2510.01,2100.33,1206.09,863.46,21.22
0.023,29.01,30.86,31.92,28.95,-0.0977,7.5315,7.5315,7.5315,7.5315,0.01055,46.745,47.025,47.075,46.725,-0.0081,74.55,70.74,74.95,70.67,0.0425,3924.39,4457.46,1669.13,1258.69,20.88
-0.0278,32.15,32.04,33.65,31.46,-0.0687,7.524,7.524,7.524,7.524,0.0191,47.125,47.725,47.725,47.095,-0.0082,71.51,70.06,71.7,69.21,0.0401,3668.51,3835.17,1226.52,1161.66,20.52
0.0026,34.52,31.07,35.86,31.07,0.1029,7.383,7.383,7.383,7.383,-0.0016,47.515,46.845,47.765,46.725,0.0115,68.75,69.9,70.04,67.15,-0.0208,1761.74,3225.93,1810.67,1404.55,20.06
-0.0033,31.3,28.37,31.3,28.37,-0.0298,7.395,7.395,7.395,7.395,0.0018,46.975,46.955,47.035,46.595,0.0011,70.21,70.62,70.96,69.57,0.0024,2262.37,3257.69,1909.96,802.54,20.63
0.0057,32.26,32.95,33.51,31.06,0.0393,7.382,7.382,7.382,7.382,-0.0046,46.925,46.835,47.355,46.785,0.0023,70.04,69.52,71.23,69,0.0298,1831.38,3371.7,2053.48,1236.56,20.58
-0.0289,31.04,29.52,32.35,28.69,-0.0312,7.416,7.416,7.416,7.416,-0.003,46.815,46.195,46.825,46.005,0.0097,68.01,71.2,71.29,64.24,-0.0266,2158.57,2815.8,1847.8,1126.65,20.65
0.0012,32.04,27.94,32.47,27.94,0.2072,7.438,7.438,7.438,7.438,-0.0083,46.365,45.455,46.415,45.385,0.0169,69.87,69.11,71.43,67.9,0.0066,2403.76,3787.67,1794.64,1738.29,20.53
-0.0066,26.54,26.66,27.6,26.18,-0.0232,7.5,7.5,7.5,7.5,0.0046,45.595,45.405,45.695,45.345,0.0018,69.41,70.5,72.52,68.91,-0.0096,2154.53,2594.23,1387.79,1061.18,21.14
-0.0165,27.17,27.71,29.36,27.01,0.0241,7.466,7.466,7.466,7.466,-0.0048,45.515,45.145,45.795,45.065,0.0053,70.08,71.79,72.25,69.27,-0.0214,1653,2877.29,1406.98,1025.09,21.12
0.0043,26.53,23.42,26.66,23.42,0.0672,7.502,7.502,7.502,7.502,4.00E-04,45.275,44.975,45.285,44.875,0.0044,71.61,73.99,74.13,70.83,-0.0375,2135.25,2516.67,1296.15,1131.51,21.26
0.004,24.86,24.18,25.21,24.15,-0.0372,7.499,7.499,7.499,7.499,-0.0544,45.075,44.825,45.165,44.785,0.0022,74.4,75.47,76.45,73.62,-0.0165,2362.29,2377.86,1338.01,1115.61,21.86
-0.0111,25.82,24.37,27.05,24.37,4.00E-04,7.93,7.93,7.93,7.93,-0.0056,44.975,45.335,45.39,44.875,-0.0027,75.65,75.89,77,74.75,-0.0094,2068.49,2365.72,1191.03,1010.61,21.77
0.035,25.81,23.38,25.94,23.38,0.0692,7.975,7.975,7.975,7.975,-0.006,45.095,44.765,45.35,44.685,0.0055,76.37,77.26,77.68,75.36,-0.0056,2452.8,2432.61,988.14,965.65,21.68
-0.0143,24.14,20.64,26.2,20.64,-0.119,8.023,8.023,8.023,8.023,0.0072,44.85,45.385,45.385,44.755,-0.0157,76.8,76.11,78.51,75.8,0.0225,3123.29,2859.33,1405.92,1375.67,21.92
-0.0066,27.4,24.36,28.1,24.36,0.1248,7.966,7.966,7.966,7.966,-0.0015,45.565,45.395,45.75,45.345,0.0018,75.11,76.95,78.19,74.51,-0.0259,2573.13,3881.52,1676.73,1022.38,21.19
-0.0046,24.36,23.13,26.07,23.13,0.0283,7.978,7.978,7.978,7.978,6.00E-04,45.485,44.795,45.485,44.745,0.0147,77.11,79.63,80.39,74.58,-0.0358,1908.88,2846.63,1339.27,959.31,21.5
-0.0142,23.69,23.3,25.16,23.3,0.0167,7.973,7.973,7.973,7.973,6.00E-04,44.825,44.505,44.987,44.475,0.0047,79.97,82.13,82.83,79.15,-0.0335,2027.22,3616.9,1832.47,1141.32,21.64
-0.0105,23.3,21.36,23.38,21.36,0.0524,7.968,7.968,7.968,7.968,-0.0096,44.615,44.455,44.64,44.335,0.0021,82.74,86.09,86.24,82.05,-0.04,2753.83,2783.51,858.58,1296.66,21.74
0.0045,22.14,21.3,22.53,20.98,0.088,8.045,8.045,8.045,8.045,-0.002,44.52,44.205,44.605,44.185,0.0055,86.19,86.2,87.15,85.83,5.00E-04,1553.32,1940.37,829.57,936.58,22.06
0.0074,20.35,19.28,20.71,19.28,-0.0396,8.061,8.061,8.061,8.061,-0.0038,44.275,44.425,44.49,44.225,-0.0057,86.15,85.58,86.5,85.16,0.0115,3469.23,3113.68,1516.21,1298.6,22.29
-0.0175,21.19,20.57,21.85,20.29,-0.0678,8.092,8.092,8.092,8.092,-0.002,44.53,44.64,44.66,44.45,-0.0026,85.17,83.33,85.63,83.01,0.0234,3889.56,3799.12,1402.45,1135.69,22.22
-0.0026,22.73,20.16,23.14,20.16,0.1468,8.108,8.108,8.108,8.108,0,44.645,44.445,44.755,44.355,0.0045,83.22,81.84,83.44,81.29,0.0095,2566.17,2697.3,1894.25,1570.15,22.05
0.0035,19.82,19.79,20.12,19.64,0.0015,8.108,8.108,8.108,8.108,0.0047,44.445,44.325,44.485,44.155,0.0011,82.44,83.89,84.33,81.7,-0.0209,2701.19,2865.48,993.73,992.64,22.45
0.0066,19.79,18.85,20.87,18.85,-0.0208,8.07,8.07,8.07,8.07,0.0015,44.395,44.285,44.43,44.145,0.0018,84.2,85.22,85.63,83.73,-0.0108,2121.55,1887.32,821.96,895.65,23.11
0.0047,20.21,20.53,20.79,18.64,-0.0156,8.058,8.058,8.058,8.058,0.0083,44.315,44.415,44.655,44.315,-0.0049,85.12,83.75,85.19,82.92,0.017,2844.92,2505.62,1077.12,1048.03,23.03
0.0028,20.53,19.23,20.79,18.75,0.0676,7.992,7.992,7.992,7.992,-0.002,44.535,44.555,44.605,44.275,-4.00E-04,83.7,83.47,84.07,81.73,2.00E-04,3288.38,2770.08,1608.22,1426.36,22.88
0.0051,19.23,19.93,20.29,19.13,-0.0786,8.008,8.008,8.008,8.008,0.003,44.555,44.385,44.57,44.235,9.00E-04,83.68,84.03,84.64,82.92,0.0028,2730.87,2647.91,1181.12,1155.87,22.78
-0.0112,20.87,18.75,22.5,18.75,-0.079,7.984,7.984,7.984,7.984,-0.0115,44.515,44.655,44.655,44.415,-0.0049,83.45,81.69,83.65,81.51,0.0246,2418.67,2575.32,1345.12,1243.84,22.71
-0.0021,22.66,21.78,23.32,21.78,0.0404,8.077,8.077,8.077,8.077,-0.0014,44.735,44.235,44.755,44.195,0.0104,81.45,82.92,83,80.53,-0.0215,1606.27,2361.78,1380,810.36,22.58
-0.0093,21.78,21.54,22.07,21.23,0.0093,8.088,8.088,8.088,8.088,0.0011,44.275,44.285,44.605,44.215,-0.0016,83.24,85.35,85.44,82.52,-0.0265,2475.96,2232.66,1038.69,1227.6,22.78
-0.0031,21.58,18.75,21.69,18.67,0.0715,8.079,8.079,8.079,8.079,0.0027,44.345,44.165,44.515,44.075,0.0029,85.51,85.91,86.27,85.27,-0.0038,3928.02,3828.32,1222,1298.87,22.83
-0.0041,20.14,19.57,20.41,19.57,0.0045,8.057,8.057,8.057,8.057,0.0035,44.545,44.345,44.705,44.295,0.0013,84.05,84.36,84.42,82.51,-0.0034,3285.44,3156.92,1563.54,1310.67,23.04
0.0108,20.05,18.6,20.73,18.54,0.0873,8.029,8.029,8.029,8.029,0.002,44.485,44.175,44.53,44.125,0.007,84.34,85.17,85.71,84.08,-0.0068,2433.13,2418.72,881.84,1074.48,23.11
-0.0131,18.44,18.52,18.85,18.05,-0.0743,8.013,8.013,8.013,8.013,0.0191,44.175,44.345,44.465,44.165,-0.0043,84.92,85.56,86.37,84.12,-0.0055,2629.9,2396.81,1285.26,1351.72,23.21
0.0016,19.92,17.04,19.92,17.02,0.1501,7.863,7.863,7.863,7.863,0.0086,44.365,44.355,44.718,44.315,-0.0014,85.39,85.64,85.88,84.38,-0.0057,2115.04,2052.84,1200.84,1294.46,22.96
-4.00E-04,17.32,12.6,17.8,12.6,0.007,7.796,7.796,7.796,7.796,1.00E-04,44.427,44.328,44.603,44.287,0,85.88,86.76,87,85.52,-0.0111,3415.45,3076.67,1412.69,1436.12,22.88
0.0147,17.2,17.03,17.57,17.03,0.0017,7.795,7.795,7.795,7.795,-0.002,44.425,44.375,44.585,44.275,9.00E-04,86.84,86.74,87.09,86.13,0.0025,2361.15,2099.45,1400.46,1319.39,22.84
0.0079,17.17,17.14,18.3,16.98,-0.0255,7.811,7.811,7.811,7.811,-0.005,44.385,44.735,44.805,44.375,-0.0085,86.62,85.31,86.9,85.06,0.0206,2374.53,1608.46,1392.47,989.14,22.85
-0.0025,17.62,19.16,19.5,17.53,-0.1132,7.8305,7.8305,7.8305,7.8305,0.0027,44.815,44.925,44.925,44.625,-2.00E-04,84.87,83.36,85.37,83.21,0.0133,2405.62,2299.22,1665.25,1212.92,22.52
-0.0076,19.87,19.55,20.23,19.07,0.0035,7.85,7.85,7.85,7.85,0.0104,44.825,44.935,45.205,44.825,-0.0044,83.76,82.5,83.85,82.22,0.0169,2778.13,2344.61,1425.37,1781.95,22.33
0.0039,19.8,18.68,19.8,18.68,0.0571,7.769,7.769,7.769,7.769,9.00E-04,45.025,44.825,45.17,44.775,0.0029,82.37,82.5,82.74,81.77,0.0024,2670.32,2091.03,1324.36,1224.25,22.39
0.0041,18.73,18.39,19.04,18.27,0.047,7.762,7.762,7.762,7.762,-0.012,44.895,45.065,45.175,44.815,-0.0053,82.17,80.24,82.78,80.18,0.0271,2950.31,1887.49,1346.85,1617.3,22.56
0.0067,17.89,17.45,18.03,16.98,0.0493,7.856,7.856,7.856,7.856,-0.0024,45.135,45.525,45.555,45.125,-0.0065,80,80.13,81.46,79.54,-0.0066,3009.29,2418.39,1329.37,1279.96,22.47
0.0039,17.05,18.13,19.57,17.05,-0.0596,7.875,7.875,7.875,7.875,0.0015,45.43,45.42,45.71,45.28,0,80.53,80.25,81.48,80.1,-0.001,5099.04,4445.82,1633.81,1790,22.38
-0.0109,18.13,18.1,19.53,17.47,-0.0917,7.863,7.863,7.863,7.863,0.001,45.435,45.425,45.635,45.295,-0.0013,81.91,81.81,82.2,80.85,0.0081,2385.54,2025.79,1078.06,1151.45,22.23
0.0032,19.96,20.16,20.27,18.98,0.1245,7.855,7.855,7.855,7.855,0.0031,45.495,45.525,45.615,45.335,9.00E-04,81.25,80.93,81.49,78.57,0.0071,2069.09,1766.31,1220.71,1253.85,22.15
0.0027,17.75,17.46,18.67,16.71,-0.0122,7.831,7.831,7.831,7.831,-0.0102,45.455,45.345,45.538,45.275,-4.00E-04,80.68,82.17,82.17,79.86,-0.0185,2632.29,2348.04,1416.8,1304.11,22.39
0.0065,17.97,18.25,18.85,17.32,0.0135,7.912,7.912,7.912,7.912,-0.0067,45.475,45.345,45.555,45.235,0.0018,82.2,82.85,82.85,81.68,-0.0088,2458.17,1973.5,1152.47,1205.62,22.32
0.0135,17.73,19.22,20.63,17.1,-0.0949,7.965,7.965,7.965,7.965,-0.005,45.395,45.455,45.505,45.295,-0.0027,82.93,82.05,83.09,81.72,0.0151,2562.73,1746.79,1350.53,1648.25,22.26
-0.0016,19.59,19.64,20.16,19.2,-0.0331,7.985,7.985,7.985,7.985,-0.0031,45.52,45.48,45.62,45.39,-0.001,81.7,79.84,82.1,79.32,0.0238,2013.65,1635.81,1010.94,1169.49,22.12
7.00E-04,20.26,20.14,20.8,20.14,0.0269,8.005,8.005,8.005,8.005,-0.0012,45.565,45.455,45.69,45.265,0.0022,79.8,81.13,81.31,79.13,-0.0177,2216.71,1557.01,1048.35,1176.8,21.82
0.0034,19.73,20,20.26,19.62,-0.0204,8.015,8.015,8.015,8.015,0.0019,45.465,45.505,45.565,45.375,-0.0011,81.24,82.2,83.16,80.57,-0.0106,2651.76,2280.08,1324.08,1414.89,21.86
0.0029,20.14,20.09,20.49,20.01,0.0025,8,8,8,8,0.0028,45.515,45.335,45.638,45.255,0.0021,82.11,81.98,82.38,81.33,2.00E-04,2235.07,1930.2,1059.87,1262.57,21.84
-0.0044,20.09,20.77,20.77,19.89,-0.0341,7.978,7.978,7.978,7.978,0.001,45.42,45.48,45.543,45.34,-0.0037,82.09,81.38,83.03,80.81,0.0074,2713.87,2349.51,1101.78,1477.2,21.77
0.0069,20.8,20.48,21,20.48,0.0034,7.97,7.97,7.97,7.97,-0.005,45.59,45.55,45.66,45.47,0.0012,81.49,81.75,81.91,80.16,-0.0046,4202.89,2029.8,1092.9,1264.56,21.7
0.0017,20.73,20.81,21.05,20.62,-5.00E-04,8.01,8.01,8.01,8.01,0.0046,45.535,45.455,45.545,45.395,0.0018,81.87,81.79,82.41,80.75,0.0045,3284.26,2152.25,1309.36,1877.99,21.8
-0.0015,20.74,20.69,21.16,20.2,-0.0114,7.973,7.973,7.973,7.973,0.0035,45.455,45.795,45.835,45.455,-0.0074,81.5,80.58,82.07,80.47,0.0161,2623.08,1709.74,1049.16,1710.42,21.63
0.0142,20.98,20.45,21.47,20.45,0.0111,7.945,7.945,7.945,7.945,-9.00E-04,45.795,45.695,45.895,45.515,0.0021,80.21,81.01,81.09,79.7,-0.0082,2476.63,1842.82,952.31,1588.2,21.59
0.0192,20.75,21.63,21.71,20.57,-0.0407,7.952,7.952,7.952,7.952,0.001,45.7,45.71,45.93,45.57,-1.00E-04,80.87,79.64,81.23,79.44,0.0149,2900.6,1941.43,1317.31,1504.02,21.63
0.0129,21.63,23.75,23.81,21.63,-0.0995,7.944,7.944,7.944,7.944,0.0102,45.704,46.024,46.094,45.704,-0.0065,79.68,78.88,80.95,78.26,0.0125,3759.14,2423.82,1274.08,2251.44,21.33
2.00E-04,24.02,29.66,29.8,23.79,-0.1871,7.864,7.864,7.864,7.864,0.0052,46.105,46.285,46.345,46.075,-0.006,79.66,78.33,80.05,77.82,0.0191,3542.94,2701.71,1611.02,2470.65,20.92
-0.0024,29.55,28.93,30.49,28.91,-0.028,7.823,7.823,7.823,7.823,0.0031,46.385,46.365,46.535,46.125,0.0019,78.17,80.31,80.32,77.05,-0.0229,2363.07,2957.85,1698.83,1372.91,20.79
0.0028,30.4,28.79,31.32,28.79,-0.019,7.799,7.799,7.799,7.799,0,46.295,46.265,46.375,46.045,4.00E-04,80,79.13,80.45,78.25,0.0145,2354.15,1868.61,870.45,1025.12,20.78
0.0024,30.99,30.23,32.1,30.23,-0.0355,7.799,7.799,7.799,7.799,-0.006,46.275,46.125,46.275,45.955,0.0033,78.86,80.03,80.39,78.22,-0.0162,2000.06,1449.37,838.21,1017.95,20.83
-0.0088,32.13,30.14,32.14,28.77,0.0072,7.846,7.846,7.846,7.846,-0.0049,46.125,46.135,46.265,45.975,-0.001,80.16,80.1,80.51,79.45,0.0044,1440.48,1542.06,903.21,786.61,20.77
-0.0053,31.9,29.76,31.97,29.52,0.0719,7.885,7.885,7.885,7.885,0.002,46.17,46.27,46.51,46,-0.0018,79.81,78.37,80.1,77.76,0.0095,1965.83,1947.92,1075.33,1472.46,20.72
0.012,29.76,27.6,29.96,27.6,0.0248,7.869,7.869,7.869,7.869,-0.0029,46.255,46.075,46.355,45.925,0.0017,79.06,77.29,79.29,76.32,0.0224,1791.04,2142.21,829.52,952.19,20.91
0.0112,29.04,28.38,29.76,28.29,0.0108,7.892,7.892,7.892,7.892,0.0031,46.175,45.885,46.175,45.745,0.0048,77.33,77.32,77.82,76.53,0.0042,2371.45,1851.23,1159.07,961.93,21.02
-0.0052,28.73,28.12,29.93,28.12,-0.032,7.868,7.868,7.868,7.868,-0.0029,45.955,46.355,46.315,45.955,-0.0086,77.01,74.02,77.42,73.71,0.0389,1697.46,1311.74,988.97,1441.71,20.77
0.0146,29.68,28.3,30.57,28.3,0.0302,7.891,7.891,7.891,7.891,0.0041,46.355,46.325,46.465,46.255,-0.0015,76.145,74.335,76.555,73.545,0.02455,1659.38,1463.39,601.93,715.9,20.54
-0.0074,28.81,28.62,29.74,28.54,-0.057,7.859,7.859,7.859,7.859,0.0091,46.355,46.355,46.525,46.325,-2.00E-04,75.28,74.65,75.69,73.38,0.0102,1765.98,1554.08,791.23,730.41,20.65
0.0068,30.55,28.24,30.76,28.24,0.0214,7.788,7.788,7.788,7.788,0.0113,46.365,46.315,46.685,46.205,-9.00E-04,74.52,73.79,74.97,72.6,0.0104,2319.78,2528.4,1192.09,732.98,20.35
7.00E-04,29.91,30.36,30.42,29.66,-0.0148,7.701,7.701,7.701,7.701,0.003,46.405,46.765,46.815,46.385,-0.0094,73.75,71.68,74.15,71.32,0.0259,1920.09,2445.36,1153.03,753.78,20.5
-0.0261,30.36,29.75,31.9,29.57,0.039,7.678,7.678,7.678,7.678,0,46.845,46.555,46.89,46.395,0.0043,71.89,72.18,72.39,70.77,0.0098,1714.24,2649.79,1112.3,731.23,20.36
-0.0175,30.07,28.24,31.23,28.24,0.1108,7.678,7.678,7.678,7.678,-0.0019,46.645,46.275,46.775,46.075,0.0089,71.19,73.04,73.94,69.5,-0.0267,1517.98,3244.76,2090.05,921.07,20.18
0.0211,27.07,25.48,27.23,25.48,0.0599,7.693,7.693,7.693,7.693,0.0031,46.235,45.995,46.285,45.785,0.0068,73.14,77.09,77.17,72.42,-0.0499,1730.04,1885.42,1451.5,1210.11,20.84
-0.0142,25.54,26.06,26.08,25.41,-0.0431,7.669,7.669,7.669,7.669,-9.00E-04,45.925,46.045,46.155,45.925,-0.0043,76.98,76.99,78.04,76.52,-0.0032,2335.86,1939.73,1003.21,1002.75,21.21
0.0036,26.69,24.78,26.99,24.78,0.0422,7.676,7.676,7.676,7.676,0.005,46.125,46.075,46.335,45.955,-3.00E-04,77.23,74.94,77.41,74.4,0.0376,2475.64,2930.65,1047.24,1005.31,20.77
0.003,25.61,26.8,27.31,25.51,-0.0199,7.638,7.638,7.638,7.638,0.0062,46.14,46.16,46.45,46.03,3.00E-04,74.43,72.84,74.99,72.49,0.0211,2035.96,2530.62,1130.61,930.78,21.07
0.0029,26.13,28.59,28.59,26,-0.0308,7.591,7.591,7.591,7.591,0.0056,46.125,46.275,46.445,46.075,-0.0027,72.89,73.89,74.82,72.43,-0.0102,2966.14,3962.23,2328.14,1317.12,21
-0.0309,26.96,27.57,28.82,26.79,-0.0678,7.549,7.549,7.549,7.549,7.00E-04,46.25,46.38,46.47,46.15,0.0013,73.64,73.75,74.49,72.93,-4.00E-04,3319.92,6132.98,3113.1,1133.52,21.09
