,Price,Open,High,Low,Nifty.Vol,Chg,VIXPrice,VIXOpen,VIXHigh,VIXLow,VIXChg,GSECPrice,GSECOpen,GSECHigh,GSECLow,GSECChg,FXPrice,FXOpen,FXHigh,FXLow,FXChg,OilPrice,OilOpen,OilHigh,OilLow,OilChg,FII_BUY,FII_SELL,FII_NET,DII_BUY,DII_SELL,DII_NET,Nifty_PE
596,11389.45,11423.15,11428.95,11359.7,233410,2.00E-04,12.5775,12.5625,12.82,10.5825,0.0012,7.786,7.772,7.787,7.757,0.0023,68.63,68.82,68.94,68.63,-0.0029,69.17,68.9,69.83,68.81,0.0023,3668.23,3353.4,314.83,2720.97,3040.87,-319.9,28.26
597,11387.1,11401.5,11427.65,11370.6,210000,0.0023,12.5625,12.0775,12.735,11.85,0.0402,7.768,7.754,7.773,7.747,6.00E-04,68.83,68.58,68.9,68.545,0.0042,69.01,68.65,69.92,68.5,0.0076,4120.33,3871.63,248.7,3312.86,3094.22,218.64,28.26
598,11360.8,11297.8,11368,11294.55,225150,0.0103,12.0775,12.555,12.555,10.9075,-0.038,7.763,7.742,7.771,7.739,0.0054,68.545,68.695,68.845,68.545,-0.0012,68.49,68.99,69.24,67.87,-0.0068,4737.3,4743.17,-5.87,3291.99,3204.91,87.08,28.23
599,11244.7,11328.9,11328.9,11234.95,216530,-0.0089,12.555,12.53,12.8,10.8875,0.002,7.721,7.698,7.732,7.681,0.0026,68.625,68.375,68.735,68.265,0.004,68.96,67.86,69.36,66.92,0.0192,4264.91,4904.78,-639.87,2617.19,2957.49,-340.3,27.89
600,11346.2,11359.8,11390.55,11313.55,278010,-9.00E-04,12.53,12.48,12.765,11.9975,0.004,7.701,7.767,7.841,7.701,-0.0091,68.35,68.56,68.632,68.35,-0.0016,67.66,68.43,68.52,67.31,-0.016,4514,4609.94,-95.94,3603.37,4165.7,-562.33,28.14
601,11356.5,11311.05,11366,11267.75,264430,0.0033,12.48,12.585,12.795,12.2875,-0.0083,7.772,7.797,7.797,7.769,-0.0023,68.46,68.71,68.71,68.45,-0.0021,68.76,70.05,70.22,67.98,-0.0195,5748.95,5176.74,572.21,4209.82,4500.69,-290.87,28.22
602,11319.55,11296.65,11328.1,11261.45,287440,0.0037,12.585,12.31,13.0575,12.3075,0.0223,7.79,7.78,7.799,7.776,0.0013,68.605,68.705,68.792,68.605,0,70.13,69.01,70.43,68.8,0.021,4812.83,5046.87,-234.04,4320.87,4272.29,48.58,28.12
603,11278.35,11232.75,11283.4,11210.25,324340,0.0099,12.31,12.0275,12.5,11.2475,0.0235,7.78,7.766,7.788,7.762,0.0027,68.605,68.655,68.755,68.535,-8.00E-04,68.69,69.58,69.77,68.26,-0.0132,4872.96,4134.91,738.05,3903.39,3497.27,406.12,28.02
604,11167.3,11132.95,11185.85,11125.7,376660,0.0032,12.0275,12.2075,13.0475,11.6075,-0.0147,7.759,7.806,7.806,7.756,-0.0033,68.66,68.705,68.76,68.618,-0.001,69.61,69.38,69.92,68.92,0.0045,9455.99,7002.42,2453.57,4570.61,7286.65,-2716.04,27.75
605,11132,11148.4,11157.15,11113.25,212330,-2.00E-04,12.2075,12.4675,13.255,11.215,-0.0209,7.785,7.807,7.811,7.782,1.00E-04,68.73,68.965,68.98,68.67,-0.0031,69.3,68.77,69.7,68.2,0.0114,4087.48,5283.23,-1195.75,3366.56,3268.92,97.64,27.66
606,11134.3,11109,11143.4,11092.5,212250,0.0045,12.4675,13.005,13.08,12.1475,-0.0413,7.784,7.806,7.815,7.778,-0.0033,68.947,68.97,69.088,68.845,0.0015,68.52,67.8,69.05,67.56,0.0093,5098.19,4993.85,104.34,4434.15,3920.37,513.78,27.66
607,11084.75,11019.85,11093.4,11010.95,236150,0.0068,13.005,13.535,13.62,12.0675,-0.0392,7.81,7.788,7.819,7.774,0.0032,68.845,68.705,68.865,68.645,0.0015,67.89,68.17,69.31,67.6,-0.0365,4410.52,4151.15,259.37,3559.53,3434.71,124.82,27.54
608,11010.2,10963.5,11030.25,10946.2,193140,0.0048,13.535,13.5925,13.9025,11.3175,-0.0042,7.785,7.787,7.797,7.772,0,68.74,69.025,69.132,68.74,-0.0041,70.46,69.39,71.1,69.37,0.0144,4654.79,4344.52,310.27,2853.6,2904.33,-50.73,27.36
609,10957.1,10999.5,11006.5,10935.45,222060,-0.0021,13.5925,13.6825,13.7975,10.99,-0.0066,7.785,7.782,7.785,7.764,0.0043,69.02,68.72,69.11,68.7,0.0058,69.46,69,70.17,67.8,0.0102,3480.53,3796.22,-315.69,2950.25,2480.23,470.02,27.22
610,10980.45,11060.2,11076.2,10956.3,232500,-0.0025,13.6825,12.825,13.9,10.645,0.0669,7.752,7.725,7.759,7.723,8.00E-04,68.625,68.425,68.645,68.385,0.0028,68.76,67.61,69.06,67.04,0.01,4642.55,4546.87,95.68,3194.59,3083.58,111.01,27.28
611,11008.05,10939.65,11018.5,10925.6,217110,0.0065,12.825,12.9475,12.9475,11.24,-0.0095,7.746,7.763,7.764,7.729,-0.0069,68.43,68.36,68.475,68.28,-0.0018,68.08,68.03,68.44,67.03,3.00E-04,4113.54,4787.53,-673.99,3410.59,2570.53,840.06,27.35
612,10936.85,11018.95,11019.5,10926.25,216970,-0.0074,12.9475,12.3025,13.0475,11.1675,0.0524,7.8,7.82,7.848,7.797,0.0012,68.55,68.56,68.72,68.51,7.00E-04,68.06,70.52,70.87,67.58,-0.0415,3821.19,4446.87,-625.68,3167.36,3237.66,-70.3,27.17
613,11018.9,11056.9,11071.35,10999.75,241670,-4.00E-04,12.3025,12.505,12.505,11.3175,-0.0162,7.791,7.791,7.802,7.77,0.0014,68.5,68.52,68.562,68.335,-3.00E-04,71.01,70.38,71.66,69.84,0.0097,4662.05,5766.7,-1104.65,4010.9,3138.9,872,27.38
614,11023.2,11006.95,11078.3,10999.65,256040,0.0068,12.505,12.775,12.865,10.6525,-0.0211,7.78,7.826,7.842,7.778,-0.0117,68.52,68.765,68.765,68.49,-0.0031,70.33,70.6,71.24,69.23,-7.00E-04,4057.47,4800.1,-742.63,3822.12,3455.72,366.4,27.39
615,10948.3,10956.4,10976.65,10923,229210,1.00E-04,12.775,12.395,12.86,10.015,0.0307,7.872,7.897,7.914,7.864,-0.0035,68.73,68.825,68.895,68.71,-4.00E-04,70.38,74.2,74.26,70.02,-0.0503,4962.89,4326.62,636.27,3728.65,3713.32,15.33,27.2
616,10947.25,10902.75,10956.9,10876.65,203060,0.0087,12.395,12.39,12.52,11.0175,4.00E-04,7.9,7.907,7.912,7.893,0.0013,68.755,68.665,68.865,68.655,0.0014,74.11,74.04,74.7,73.65,0.0035,5302.76,5323.49,-20.73,3496.61,3202.65,293.96,27.05
617,10852.9,10838.3,10860.35,10807.15,189330,0.0074,12.39,12.4425,12.575,11.215,-0.0042,7.89,7.871,7.892,7.866,0.0025,68.66,68.57,68.79,68.57,-0.0021,73.85,73.87,74.28,72.99,7.00E-04,4490.76,5060.67,-569.91,2847.67,2107.28,740.39,26.82
618,10772.65,10744.15,10816.35,10735.05,256550,0.0021,12.4425,12.575,12.68,11.6675,-0.0105,7.87,7.89,7.901,7.869,-0.0034,68.805,68.885,69.03,68.805,-0.0011,73.8,73.16,74.01,72.14,0.0118,4074.74,5042.92,-968.18,4003.43,2522.61,1480.82,26.62
619,10749.75,10786.05,10786.05,10726.25,227270,-0.0019,12.575,12.6575,12.9525,11.225,-0.0065,7.897,7.849,7.9,7.841,0.0057,68.88,68.81,69.01,68.695,0.0028,72.94,74.23,74.9,72.53,-0.0161,3870.59,4029.96,-159.37,3386.96,3683.93,-296.97,26.69
620,10769.9,10715,10777.15,10677.75,179270,0.0065,12.6575,13,13.34,12.575,-0.0263,7.852,7.878,7.916,7.836,-0.0039,68.69,68.525,68.777,68.445,0.002,74.13,74.62,74.76,73.52,-1.00E-04,3903.2,4187.78,-284.58,3036.89,2425.88,611.01,26.02
621,10699.9,10668.6,10713.3,10630.25,208370,0.004,13,13.37,13.7525,12.1875,-0.0277,7.883,7.905,7.906,7.877,-0.0037,68.55,68.935,68.965,68.525,-0.0025,74.14,74.08,75.27,72.73,0.0027,2959.67,4002.98,-1043.31,2457.2,2178.36,278.84,25.96
622,10714.3,10612.85,10723.05,10612.35,250330,0.0118,12.9375,13.9475,13.9475,12.6325,-0.0724,7.903,7.922,7.922,7.869,-0.004,68.46,68.7,68.7,68.36,-0.0055,74.15,73.33,74.46,72.93,0.0095,6538.99,6696.14,-157.15,4718.78,2455.95,2262.83,25.9
623,10589.1,10660.8,10674.2,10557.7,363160,-0.0077,13.9475,13.51,14.075,12.52,0.0324,7.935,7.904,7.942,7.9,0.0081,68.84,68.9,69.1,68.725,0.0029,73.45,72.27,74.03,72.2,0.0095,7373.58,8325.09,-951.51,6089.15,5646.51,442.64,25.57
624,10671.4,10785.5,10785.5,10652.4,253620,-0.0091,13.51,12.7975,13.8125,12.085,0.0557,7.871,7.87,7.878,7.857,0.0054,68.64,68.43,68.71,68.425,0.0039,72.76,70.68,73.06,70.56,0.0316,5646.56,5579.12,67.44,3572.3,3487.99,84.31,25.73
625,10769.15,10742.7,10805.25,10732.55,226850,6.00E-04,12.7975,12.5825,12.97,12.3325,0.0171,7.829,7.839,7.849,7.807,6.00E-04,68.37,68.14,68.37,68.08,0.0037,70.53,68.21,70.91,67.72,0.036,4820.6,5359,-538.4,3487.96,3249.91,238.05,26.02
626,10762.45,10822.9,10831.05,10753.05,236690,-0.0055,12.5825,12.0225,12.7775,9.74,0.0466,7.824,7.814,7.859,7.805,6.00E-04,68.115,67.905,68.173,67.905,0.0036,68.08,68.75,69.44,67.78,-0.0073,4150.72,3952.04,198.68,2867.35,2953.57,-86.22,26.48
627,10821.85,10742.7,10837,10710.45,236900,0.0075,12.0225,12.4475,12.5425,10.3925,-0.0341,7.819,7.789,7.841,7.771,0.006,67.87,67.84,67.89,67.715,-0.0011,68.58,65.93,69.38,65.71,0.0464,5105.25,6448.69,-1343.44,3955.86,2850.1,1105.76,26.63
628,10741.1,10808.45,10809.6,10725.9,230510,-0.0029,12.4475,12.1725,12.59,10.91,0.0226,7.772,7.798,7.812,7.769,-0.007,67.945,68.205,68.243,67.945,-0.0017,65.54,65.34,66.22,64.34,-0.0103,6385.35,5258.6,1126.75,3398.8,2735.23,663.57,26.43
629,10772.05,10734.65,10781.8,10724.05,199470,0.0058,12.1725,12.92,12.92,10.6075,-0.0579,7.827,7.805,7.85,7.804,-0.0046,68.06,68.1,68.185,68.03,-0.0037,66.22,65.11,66.53,65.01,0.0177,3898.97,6341.58,-2442.61,3487.82,2014.17,1473.65,26.52
630,10710.45,10789.45,10789.45,10701.2,231380,-0.0083,12.92,12.38,13,11.4775,0.0436,7.863,7.921,7.921,7.855,-0.0018,68.31,67.98,68.385,67.977,0.004,65.07,65.82,65.9,64.39,-0.0118,4416.11,5741.03,-1324.92,3327.68,2674,653.68,26.38
631,10799.85,10830.2,10830.2,10787.35,202730,-0.0017,12.38,12.07,12.55,9.825,0.0257,7.877,7.832,7.882,7.818,-0.0015,68.04,68.16,68.17,67.95,-3.00E-04,65.85,64.4,65.98,63.59,0.0121,3216.91,3971.34,-754.43,2970.15,2146.05,824.1,26.6
632,10817.7,10808.65,10834,10755.4,314760,9.00E-04,12.07,12.095,12.5075,10.495,-0.0021,7.889,7.93,7.943,7.88,-0.007,68.06,67.915,68.065,67.887,0.0055,65.06,67,67.09,64.29,-0.0274,9785.23,11309.97,-1524.74,4396.02,3835.01,561.01,27.44
633,10808.05,10832.9,10833.7,10773.55,190030,-0.0045,12.095,12.635,12.635,10.43,-0.0427,7.945,7.946,7.955,7.9,0.0019,67.69,67.575,67.735,67.57,7.00E-04,66.89,66.62,67.16,66.36,0.0038,4320.09,5692.93,-1372.84,3132.59,2556.4,576.19,27.42
634,10856.7,10887.5,10893.25,10842.65,220000,0.0013,12.635,12.73,13.14,11.22,-0.0075,7.93,7.966,7.968,7.919,-0.0045,67.645,67.6,67.705,67.55,0.0024,66.64,66.01,66.89,65.52,0.0042,4765.75,4836.52,-70.77,4093.19,3606.41,486.78,27.54
635,10842.85,10816.15,10856.55,10789.4,204420,0.0052,12.73,13.18,13.8975,10.445,-0.0341,7.966,7.972,7.992,7.965,4.00E-04,67.48,67.455,67.51,67.36,1.00E-04,66.36,66.05,66.7,65.87,0.0039,4243.13,5412.01,-1168.88,4286.05,2958.6,1327.45,27.6
636,10786.95,10781.85,10850.55,10777.05,217850,0.0018,13.18,12.6975,13.82,11.3225,0.038,7.963,7.977,8,7.946,0.002,67.47,67.445,67.48,67.275,-9.00E-04,66.1,65.56,66.35,64.85,0.0055,4017.16,5173.93,-1156.77,4192.89,3130.07,1062.82,27.47
637,10767.65,10736.4,10779.45,10709.05,215940,-1.00E-04,12.6975,12.7775,13.1675,10.8025,-0.0063,7.947,7.997,7.997,7.918,-0.0058,67.53,67.47,67.795,67.44,0.0016,65.74,65.98,66.24,65.15,-0.0032,4875.04,5097.54,-222.5,3464.66,3005.22,459.44,27.27
638,10768.35,10722.6,10818,10722.6,227660,0.0078,12.7775,12.55,13.65,11.6125,0.0181,7.993,7.939,7.993,7.937,0.0096,67.42,66.94,67.46,66.94,0.0087,65.95,65.07,66.07,64.81,0.0188,3619.64,4145.04,-525.4,4110.87,2912.98,1197.89,27.27
639,10684.65,10603.45,10698.35,10587.5,195760,0.0086,12.55,13.315,13.51,12.1475,-0.0575,7.917,7.852,7.934,7.827,0.0106,66.84,67.09,67.165,66.84,-0.0039,64.73,65.51,65.96,64.27,-0.0121,4024.34,4105.74,-81.4,3650.73,2938.42,712.31,27.06
640,10593.15,10630.7,10633.15,10550.9,172900,-0.0033,13.315,13.8825,14.49,13.1325,-0.0409,7.834,7.86,7.874,7.823,-0.0053,67.1,67.08,67.23,67.08,4.00E-04,65.52,64.94,65.57,64.22,0.0119,4739.58,4897.09,-157.51,3221.39,2747.06,474.33,26.83
641,10628.5,10765.95,10770.3,10618.35,210150,-0.0063,13.8825,13.57,15.47,12.1825,0.023,7.876,7.868,7.902,7.852,0.0036,67.07,66.915,67.17,66.85,0.0011,64.75,65.71,66.04,64.57,-0.0161,8939.86,6585.83,2354.03,3071.28,3783.69,-712.41,26.92
642,10696.2,10738.45,10764.75,10681.5,227360,-0.0037,13.57,13.2225,14.59,12.1575,0.0263,7.848,7.86,7.877,7.848,0.0028,66.995,67.455,67.455,66.995,-0.0065,65.81,67.07,67.34,65.51,-0.0183,4460.24,4663.04,-202.8,3434.78,3096.81,337.97,27.09
643,10736.15,10670.1,10763.8,10620.4,629200,0.0115,13.2225,13.41,14.2325,12.1325,-0.014,7.826,7.823,7.851,7.816,0.0057,67.43,67.43,67.6,67.32,-1.00E-04,67.04,68.24,68.3,66.56,-0.0172,23055.8,23071.11,-15.31,7178.57,7444.59,-266.02,27.19
644,10614.35,10579,10648.7,10558.45,246120,-0.0018,13.41,13.07,13.85,12.1825,0.026,7.782,7.742,7.785,7.721,0.0034,67.44,67.855,67.9,67.395,-0.0059,68.21,66.85,68.67,66.35,0.0222,5273.96,6560.87,-1286.91,3518.65,3026.19,492.46,27.01
645,10633.3,10689.4,10717.25,10616.1,232760,-0.0052,13.07,13.055,13.8675,11.975,0.0011,7.756,7.761,7.792,7.753,0.0022,67.84,67.63,67.995,67.63,0.0065,66.73,67.55,67.55,65.8,-0.0048,3672.67,4080,-407.33,3559.45,2981.07,578.38,27.06
646,10688.65,10648.35,10709.8,10640.55,239790,0.0079,13.055,12.645,13.1475,11.3475,0.0324,7.739,7.733,7.774,7.721,-0.0071,67.4,67.505,67.532,67.298,-0.0049,67.05,67.39,67.41,65.81,-0.0046,3678.86,4473.92,-795.06,3958.98,2941.33,1017.65,27.23
647,10605.15,10533.05,10628.05,10524,268920,0.0087,12.645,13.145,13.17,11.0025,-0.038,7.794,7.864,7.888,7.793,-0.0098,67.73,68.33,68.33,67.718,-0.0089,67.88,70.65,70.8,67.42,-0.04,4614.27,5382.56,-768.29,3512.46,2624.7,887.76,26.24
648,10513.85,10464.85,10535.15,10419.8,306790,0.008,13.145,14.1575,14.2225,10.8975,-0.0715,7.871,7.845,7.884,7.838,0.0028,68.34,68.35,68.435,68.295,-4.00E-04,70.71,71.83,72,70.52,-0.0157,4376.04,5077.97,-701.93,4265.29,2784.78,1480.51,26.07
649,10430.35,10521.1,10533.55,10417.8,299920,-0.0101,14.1575,13.6025,14.9425,11.8825,0.0408,7.849,7.835,7.868,7.827,0.0051,68.37,68.16,68.485,68.16,0.0051,71.84,72.11,72.26,71.19,-0.004,4503.36,4814.47,-311.11,4248.94,3459.16,789.78,25.86
650,10536.7,10518.45,10558.6,10490.55,249240,0.0019,13.6025,14.41,14.41,11.745,-0.056,7.809,7.818,7.847,7.787,0,68.02,67.99,68.095,67.938,-0.0014,72.13,72.53,72.83,71.9,-0.0015,3072.35,4723.98,-1651.63,4351.03,2854.2,1496.83,26.13
651,10516.7,10616.7,10621.7,10505.8,197290,-0.0075,14.41,14.15,14.5375,11.755,0.0184,7.809,7.901,7.901,7.802,-0.0033,68.115,68.105,68.165,68.023,0.0018,72.24,71.47,72.59,71.25,0.0135,4721.22,5217.25,-496.03,4411.58,3221.02,1190.56,26.08
652,10596.4,10671.85,10674.95,10589.1,229910,-0.0081,14.15,13.4075,14.3525,11.6125,0.0554,7.835,7.903,7.927,7.76,-0.0057,67.99,67.775,68.1,67.768,0.0033,71.28,71.6,71.75,70.99,-0.0029,5602.98,5769.13,-166.15,3992.82,3843.24,149.58,26.27
653,10682.7,10775.6,10777.25,10664.5,220740,-0.0054,13.4075,13.435,13.68,11.09,-0.002,7.88,7.922,7.944,7.879,-0.0028,67.765,67.725,67.81,67.585,-1.00E-04,71.49,71.56,72.3,71.09,0,4825.32,5656.26,-830.94,3847.31,3418.39,428.92,26.52
654,10741.1,10751.95,10790.45,10699.7,238220,-0.0056,13.435,13.165,13.645,10.855,0.0205,7.902,7.919,7.945,7.871,-1.00E-04,67.775,68.105,68.135,67.755,-0.0045,71.49,71.02,71.59,70.66,0.0025,4914.44,5613.66,-699.22,3395.74,3166.68,229.06,26.66
655,10801.85,10812.6,10929.2,10781.4,262200,-4.00E-04,13.165,14.245,14.245,11.4875,-0.0758,7.903,7.906,7.913,7.814,0.0098,68.08,67.69,68.148,67.46,0.0077,71.31,71.15,71.92,70.42,0.0049,5308.14,5826.61,-518.47,5263.69,4732.36,531.33,26.81
656,10806.6,10815.15,10834.85,10774.75,176700,0,14.245,13.9775,14.4975,12.1075,0.0191,7.826,7.72,7.829,7.708,0.0129,67.56,67.257,67.63,67.22,0.003,70.96,70.54,71.26,70.26,0.0037,4734.72,4016.73,717.99,3667.73,2980.5,687.23,26.82
657,10806.5,10741.95,10812.05,10724.45,209390,0.0084,13.9775,14.425,14.82,13.0025,-0.031,7.726,7.711,7.757,7.701,0.0014,67.36,67.145,67.38,67.115,0.0017,70.7,71.45,71.63,70.45,-0.0092,3911.49,4236.93,-325.44,4486.98,3323.63,1163.35,26.82
658,10716.55,10779.65,10785.55,10705,197990,-0.0023,14.425,14.2725,14.65,12.5625,0.0107,7.715,7.715,7.761,7.715,8.00E-04,67.245,67.335,67.438,67.225,-0.0016,71.36,71.23,71.89,70.56,0.0031,4751.89,5116.77,-364.88,3455.13,2554.44,900.69,26.6
659,10741.7,10693.35,10766.25,10689.85,222120,0.0022,14.2725,14.055,14.5575,12.1225,0.0155,7.709,7.652,7.721,7.648,0.017,67.35,67.135,67.477,67.135,0.0033,71.14,70.05,71.36,69.85,0.0301,4044.41,4748.44,-704.03,3544.17,2879.25,664.92,26.66
660,10717.8,10757.9,10758.55,10689.4,278120,2.00E-04,14.055,13.76,14.435,11.0925,0.0214,7.58,7.636,7.655,7.553,-0.0055,67.13,67.175,67.29,66.988,-1.00E-04,69.06,70.03,70.4,67.63,-0.0236,6013.34,6110.49,-97.15,4112.37,3189.12,923.25,26.6
661,10715.5,10653.15,10725.65,10635.65,173620,0.0092,13.76,13.25,13.9625,12.8275,0.0385,7.622,7.601,7.655,7.601,-0.0137,67.14,66.83,67.185,66.79,0.0048,70.73,69.85,70.84,69.51,0.0145,3841.79,4477.03,-635.24,3352.64,2315.41,1037.23,26.6
662,10618.25,10700.45,10700.45,10601.6,192300,-0.0057,13.25,12.985,13.455,10.9875,0.0204,7.728,7.748,7.759,7.723,-8.00E-04,66.82,66.66,66.92,66.63,0.0022,69.72,68.5,69.97,68.12,0.0189,3398.5,5026.73,-1628.23,3258.17,2174.08,1084.09,26.36
663,10679.65,10720.15,10720.6,10647.45,190870,-0.0036,12.985,12.84,13.2075,12.47,0.0113,7.734,7.736,7.746,7.683,1.00E-04,66.67,66.605,66.72,66.53,-3.00E-04,68.43,67.68,68.6,67.21,0.0074,5677.52,5825.94,-148.42,2568.47,3147.39,-578.92,26.51
664,10718.05,10783.85,10784.65,10689.8,236760,-0.002,12.84,12.3625,13.1975,12.3625,0.0386,7.733,7.731,7.742,7.702,-0.0044,66.69,66.76,66.782,66.64,-0.0016,67.93,67.49,68.14,66.92,0.0101,6921.85,7447.78,-525.93,3152.94,2987.1,165.84,26.6
665,10692.3,10651.65,10719.8,10647.55,306670,0.007,12.0175,12.0375,12.6325,11.4375,-0.0017,7.767,7.746,7.773,7.74,0.0015,66.62,66.84,66.852,66.62,-0.0028,68.1,68.21,68.36,67.64,-0.0013,4721.89,5481.1,-759.21,3757.34,3123.63,633.71,26.54
666,10617.8,10586.5,10628.4,10559.65,345540,0.0045,12.0375,12.395,13.58,11.7425,-0.0288,7.755,7.749,7.785,7.723,0.0022,66.805,66.885,66.912,66.697,-0.0017,68.19,68.03,68.78,67.71,0.0021,7339.31,8395.65,-1056.34,5736.47,5052.36,684.11,26.36
667,10570.55,10612.4,10612.6,10536.45,195130,-0.0041,12.395,11.895,13.315,11.895,0.042,7.738,7.714,7.779,7.701,0.0072,66.92,66.49,66.98,66.49,0.0077,68.05,67.75,68.18,67.11,0.0052,4675.32,4980.11,-304.79,3445.94,3009.96,435.98,26.24
668,10614.35,10578.1,10636.8,10569,225970,0.0028,11.895,13.145,13.3875,11.4875,-0.0951,7.683,7.738,7.741,7.642,-0.0074,66.41,66.42,66.46,66.295,-0.0018,67.7,68.95,69.38,67.54,-0.0137,4356.2,5037.19,-680.99,3383.4,2874.85,508.55,26.35
669,10584.7,10592.8,10638.35,10514.95,200200,0.002,13.145,12.9375,13.4925,11.53,0.016,7.74,7.731,7.769,7.672,0.0029,66.53,66.21,66.53,66.15,0.0048,68.64,68.22,69.03,67.14,0.0038,4093.36,4352.44,-259.08,3299.3,2912.04,387.26,26.27
670,10564.05,10560.35,10582.35,10527.45,252230,-1.00E-04,12.9375,13.7475,13.765,9.7425,-0.0589,7.718,7.785,7.797,7.655,0.0114,66.21,66.03,66.21,65.96,0.0052,68.38,68.26,68.62,67.5,0.0013,5297.51,5318.53,-21.02,4063.05,3952.04,111.01,26.22
671,10565.3,10563.65,10572.2,10546.2,270740,0.0037,13.7475,14.11,14.11,12.5025,-0.0257,7.631,7.602,7.651,7.588,0.0126,65.87,65.85,65.87,65.735,0.0023,68.29,68.75,69.56,67.98,-0.0026,4838.37,5463.36,-624.99,3371.41,2922.8,448.61,26.23
672,10526.2,10578.9,10594.2,10509.7,211820,-0.0021,14.11,14.0425,14.3675,13.165,0.0048,7.536,7.492,7.536,7.478,0.0063,65.72,65.67,65.79,65.6,6.00E-04,68.47,66.68,68.91,66.56,0.0293,4064.6,4980.31,-915.71,3379.06,2509.36,869.7,26.13
673,10548.7,10557.3,10560.45,10495.65,212450,0.0019,14.0425,14.26,14.3975,13.3475,-0.0153,7.489,7.483,7.509,7.471,4.00E-04,65.68,65.45,65.702,65.42,0.0032,66.52,66.42,66.75,65.56,0.0045,4559.84,5511.23,-951.39,3232.34,2508.53,723.81,26.18
674,10528.35,10398.3,10540.15,10396.35,200950,0.0046,14.26,14.14,14.8625,13.41,0.0085,7.486,7.404,7.49,7.404,0.0074,65.47,65.33,65.515,65.32,0.0033,66.22,67.24,67.74,66.13,-0.0174,3923.95,4232.08,-308.13,2998.66,3027.63,-28.97,26.13
675,10480.6,10495.3,10519.9,10451.45,219730,0.0021,14.14,14.56,14.56,13.45,-0.0288,7.431,7.503,7.522,7.423,-0.005,65.255,65.305,65.305,65.185,-5.00E-04,67.39,67.18,67.76,66.7,0.0048,4338,4737.59,-399.59,3564.73,3258.68,306.05,26.01
676,10458.65,10410.65,10469.9,10395.25,246030,0.004,14.56,14.72,14.9925,11.8075,-0.0109,7.468,7.512,7.527,7.443,-0.009,65.29,65.32,65.45,65.248,5.00E-04,67.07,66.75,67.33,66,0.0037,4713.7,4344.8,368.9,3262.6,3878.41,-615.81,25.96
677,10417.15,10428.15,10428.15,10355.6,258080,0.0014,14.72,14.4975,14.9075,12.74,0.0153,7.536,7.423,7.542,7.386,0.0213,65.26,65,65.315,64.985,0.0048,66.82,65.59,67.45,65.15,0.02,4832.1,4469.8,362.3,3249.4,3137.58,111.82,25.86
678,10402.25,10412.9,10424.85,10381.5,259520,0.0022,14.4975,14.8675,14.8675,14.005,-0.0249,7.379,7.247,7.379,7.247,0.0212,64.95,64.89,65.035,64.89,-1.00E-04,65.51,63.3,65.86,63.2,0.033,4186.05,4871.04,-684.99,3633.18,2979.53,653.65,25.82
679,10379.35,10333.7,10397.7,10328.5,228510,0.0046,14.8675,14.7475,15.1375,14.46,0.0081,7.226,7.204,7.239,7.153,0.0071,64.955,64.865,65.057,64.85,4.00E-04,63.42,62,63.61,61.93,0.0219,4447.12,5748.05,-1300.93,3523.36,3164.01,359.35,25.76
680,10331.6,10322.75,10350.45,10290.85,206360,6.00E-04,14.7475,14.7975,15.155,13.01,-0.0034,7.175,7.146,7.179,7.139,0.0067,64.93,64.935,65.045,64.92,6.00E-04,62.06,63.7,63.79,61.81,-0.0233,3926.61,4451.46,-524.85,3773.95,2468.5,1305.45,25.65
681,10325.15,10228.45,10331.8,10227.45,244120,0.0194,14.7975,16.34,16.34,13.8625,-0.0944,7.127,7.306,7.306,7.123,-0.0229,64.89,65.04,65.14,64.89,-0.0024,63.54,63.6,64.12,63.07,0.0027,4460.59,4568.61,-108.02,4560.79,3945.51,615.28,25.63
682,10245,10186.85,10255.35,10171.05,211650,0.0033,15.185,15.3475,15.775,14.8775,-0.0106,7.332,7.333,7.367,7.312,-0.0089,65,65.09,65.135,64.985,-0.002,63.51,62.89,63.86,62.86,0.0079,5463.44,5839.95,-376.51,3329.77,2850.59,479.18,25.43
683,10113.7,10143.6,10158.35,10096.9,354980,-0.0069,15.7575,15.55,15.97,14.8175,0.0133,7.398,7.313,7.412,7.286,0.0089,65.16,64.89,65.3,64.89,0.0033,64.38,64.7,65.13,63.72,-0.0133,10134.19,11324.74,-1190.55,9501.71,7541.04,1960.67,24.66
684,10184.15,10188,10207.9,10139.65,232710,0.0053,15.55,15.195,16.1075,14.495,0.0234,7.333,7.371,7.398,7.302,-0.038,64.945,64.785,64.993,64.727,0.0019,65.25,65.53,66.41,64.53,-0.0046,6108.8,5045.68,1063.12,5501.54,3328.63,2172.91,24.83
685,10130.65,9989.15,10143.5,9958.55,270670,0.0133,15.195,15.545,16.3825,14.8575,-0.0225,7.623,7.577,7.63,7.574,0.0087,64.825,64.895,64.955,64.803,-0.0025,65.55,65.9,66.55,65.08,-0.005,4134.47,4875.66,-741.19,6444.07,4426.12,2017.95,24.7
686,9998.05,9968.8,10027.7,9951.9,294520,-0.0115,15.545,15.2475,16.38,15.2475,0.0195,7.557,7.533,7.562,7.521,-4.00E-04,64.99,65.2,65.21,64.982,-0.0018,65.88,64.28,66,64.11,0.0246,7245.51,5617.32,1628.19,4202.8,5138.21,-935.41,24.38
